Time [ms],Altitude [m],Latitude [°],Longitude [°],State[x]
4326.0,290.0,49.237833,0.0,4
4382.0,290.0,49.237833,0.0,4
4445.0,290.0,49.237833,0.0,4
4504.0,290.0,49.237833,0.0,4
4568.0,290.0,49.237833,0.0,4
4631.0,290.0,49.237833,0.0,4
4694.0,290.0,49.237833,16.555667,4
4759.0,290.0,49.237833,16.555667,4
4817.0,290.0,49.237833,16.555667,4
4877.0,290.0,49.237833,16.555667,4
4951.0,290.0,49.237833,16.555667,4
5009.0,290.0,49.237833,16.555667,4
5072.0,290.0,49.237833,16.555667,4
5135.0,290.0,49.237833,16.555667,4
5198.0,290.0,49.237833,16.555667,4
5266.0,290.0,49.237833,16.555667,4
5329.0,290.0,49.237833,16.555667,4
5392.0,290.0,49.237833,16.555667,4
5464.0,290.0,49.237833,16.555667,4
5514.0,290.0,49.237833,16.555667,4
5570.0,290.0,49.237833,16.555667,4
5635.0,290.0,49.237833,16.555667,4
5700.0,290.0,49.237833,16.555667,4
5763.0,290.0,49.237833,16.555667,4
5828.0,290.0,49.237833,16.555667,4
5891.0,290.0,49.237833,16.555667,4
5945.0,290.0,49.237833,16.555667,4
6013.0,290.0,49.237833,16.555667,4
6087.0,290.0,49.237833,16.555667,4
6158.0,290.0,49.237833,0.0,4
6224.0,290.0,49.237833,0.0,4
6287.0,290.0,49.237833,0.0,4
6350.0,290.0,49.237833,0.0,4
6415.0,290.0,49.237833,0.0,4
6487.0,290.0,49.237833,0.0,4
6553.0,290.0,49.237833,0.55,4
6632.0,290.0,49.237833,0.55,4
6704.0,290.0,49.237833,0.55,4
6768.0,290.0,49.237833,0.55,4
6845.0,290.0,49.237833,0.55,4
6908.0,290.0,49.237833,0.55,4
6968.0,290.0,49.237833,0.55,4
7030.0,290.0,49.237833,0.55,4
7100.0,290.0,49.237833,0.55,4
7177.0,290.0,49.237833,0.55,4
7247.0,290.0,49.237833,0.55,4
7325.0,290.0,49.237833,0.55,4
7397.0,290.0,49.237833,0.55,4
7461.0,290.0,49.237833,16.555667,4
7511.0,290.0,49.237833,16.555667,4
7574.0,290.0,49.237833,16.555667,4
7650.0,290.0,49.237833,16.555667,4
7714.0,290.0,49.237833,16.555667,4
7777.0,290.0,49.237833,16.555667,4
7849.0,290.0,49.237833,16.555667,4
7907.0,290.0,49.237833,16.555667,4
7965.0,290.0,49.237833,16.555667,4
8026.999999999999,290.0,49.237833,16.555667,4
8105.0,290.0,49.237833,16.555667,4
8169.000000000001,290.0,49.237833,16.555667,4
8232.0,290.0,49.237833,16.555667,4
8304.0,290.0,49.237833,16.555667,4
8367.0,290.0,49.237833,16.555667,4
8431.0,290.0,49.237833,16.555667,4
8486.0,290.0,49.237833,16.555667,4
8564.0,290.0,49.237833,16.555667,4
8627.0,290.0,49.237833,16.555667,4
8677.0,290.0,49.237833,16.555667,4
8741.0,290.0,49.237833,16.555667,4
8804.0,290.0,49.237833,16.555667,4
8867.0,290.0,49.237833,16.555667,4
8937.0,290.0,49.237833,16.555667,4
9010.0,290.0,49.237833,16.555667,4
9073.0,290.0,49.237833,16.555667,4
9136.0,290.0,49.237833,16.555667,4
9194.0,290.0,49.237833,16.555667,4
9257.0,290.0,49.237833,16.555667,4
9322.0,290.0,49.237833,16.555667,4
9385.0,290.0,49.237833,0.016667,4
9451.0,290.0,49.237833,0.016667,4
9514.0,290.0,49.237833,0.016667,4
9572.0,290.0,49.237833,0.016667,4
9646.0,290.0,49.237833,0.016667,4
9714.0,290.0,49.237833,0.016667,4
9780.0,290.0,49.237833,0.016667,4
9830.0,290.0,49.237833,0.016667,4
9894.0,290.0,49.237833,0.016667,4
9959.0,290.0,49.237833,0.0,4
10033.0,290.0,49.237833,0.0,4
10107.0,290.0,49.237833,0.0,4
10170.0,290.0,49.237833,0.0,4
10233.0,290.0,49.237833,0.0,4
10312.0,290.0,49.237833,0.0,4
10376.0,290.0,49.237833,0.0,4
10439.0,290.0,49.237833,16.555667,4
10503.0,290.0,49.237833,16.555667,4
10572.0,290.0,49.237833,16.555667,4
10635.0,290.0,49.237833,16.555667,4
10690.0,290.0,49.237833,16.555667,4
10753.0,290.0,49.237833,16.555667,4
10817.0,290.0,49.237833,0.0,4
10896.0,290.0,49.237833,0.0,4
10959.0,290.0,49.237833,0.0,4
11022.0,290.0,49.237833,0.0,4
11094.0,290.0,49.237833,0.0,4
11159.0,290.0,49.237833,0.0,4
11223.0,290.0,49.237833,16.555667,4
11278.0,290.0,49.237833,16.555667,4
11346.0,290.0,49.237833,16.555667,4
11411.0,290.0,49.237833,16.555667,4
11488.0,290.0,49.237833,16.555667,4
11553.0,290.0,49.237833,16.555667,4
11616.0,290.0,49.237833,16.555667,4
11679.0,290.0,49.237833,16.555667,4
11744.0,290.0,49.237833,16.555667,4
11798.0,290.0,49.237833,16.555667,4
11863.0,290.0,49.237833,16.555667,4
11931.0,290.0,49.237833,16.555667,4
11994.0,290.0,49.237833,0.0,4
12057.0,290.0,49.237833,0.0,4
12121.0,290.0,49.237833,0.0,4
12172.0,290.0,49.237833,0.0,4
12235.0,290.0,49.237833,0.0,4
12290.0,290.0,49.237833,0.0,4
12353.0,290.0,49.237833,0.266667,4
12418.0,290.0,49.237833,0.266667,4
12482.0,290.0,49.237833,0.266667,4
12545.0,290.0,49.237833,0.266667,4
12608.0,290.0,49.237833,0.266667,4
12672.0,290.0,49.237833,0.266667,4
12736.0,290.0,49.237833,0.266667,4
12802.0,290.0,49.237833,0.0,4
12867.0,290.0,49.237833,0.0,4
12923.0,290.0,49.237833,0.0,4
12986.0,290.0,49.237833,0.0,4
13051.0,290.0,49.237833,0.0,4
13114.0,290.0,49.237833,0.0,4
13179.0,290.0,49.237833,0.0,4
13253.0,290.0,49.237833,0.0,4
13321.0,290.0,49.237833,0.0,4
13385.0,290.0,49.237833,0.0,4
13450.0,290.0,49.237833,0.0,4
13528.0,290.0,49.237833,0.0,4
13592.0,290.0,49.237833,16.555667,4
13655.0,290.0,49.237833,16.555667,4
13740.0,290.0,49.237833,16.555667,4
13790.0,290.0,49.237833,16.555667,4
13857.0,290.0,49.237833,16.555667,4
13920.0,290.0,49.237833,16.555667,4
13983.0,290.0,49.237833,16.555667,4
14046.0,290.0,49.237833,0.0,4
14109.0,290.0,49.237833,0.0,4
14172.0,290.0,49.237833,0.0,4
14235.0,290.0,49.237833,0.0,4
14307.0,290.0,49.237833,0.0,4
14370.0,290.0,49.237833,0.0,4
14435.0,290.0,49.237833,0.0,4
14500.0,290.0,49.237833,0.0,4
14563.0,290.0,49.237833,0.0,4
14628.0,290.0,49.237833,0.0,4
14691.0,290.0,49.237833,0.0,4
14757.0,290.0,49.237833,0.0,4
14820.0,290.0,49.237833,0.0,4
14883.0,290.0,49.237833,0.0,4
14948.0,290.0,49.237833,0.0,4
15011.0,290.0,49.237833,0.0,4
15075.0,290.0,49.237833,0.0,4
15131.0,290.0,49.237833,0.0,4
15196.0,290.0,49.237833,16.55,4
15246.0,290.0,49.237833,16.55,4
15310.0,290.0,49.237833,16.55,4
15386.0,290.0,49.237833,16.55,4
15457.0,290.0,49.237833,16.55,4
15523.0,290.0,49.237833,16.555667,4
15586.0,290.0,49.237833,16.555667,4
15649.0,290.0,49.237833,16.555667,4
15714.0,290.0,49.237833,16.555667,4
15778.0,290.0,49.237833,16.555667,4
15841.0,290.0,49.237833,16.555667,4
15904.0,290.0,49.237833,16.555667,4
15984.0,290.0,49.237833,16.555667,4
16049.0,290.0,49.237833,16.555667,4
16113.0,290.0,49.237833,16.555667,4
16177.0,290.0,49.237833,16.555667,4
16251.999999999998,290.0,49.237833,16.555667,4
16321.000000000002,290.0,49.237833,0.0,4
16399.0,290.0,49.237833,0.0,4
16476.0,290.0,49.237833,0.0,4
16541.0,290.0,49.237833,0.0,4
16616.0,290.0,49.237833,0.0,4
16696.0,290.0,49.237833,0.0,4
16767.0,290.0,49.237833,0.0,4
16830.0,290.0,49.237833,16.555667,4
16893.0,290.0,49.237833,16.555667,4
16956.0,290.0,49.237833,16.555667,4
17019.0,290.0,49.237833,16.555667,4
17069.0,290.0,49.237833,16.555667,4
17132.0,290.0,49.237833,16.555667,4
17196.0,290.0,49.237833,16.555667,4
17248.0,290.0,49.237833,16.555667,4
17321.0,290.0,49.237833,16.555667,4
17384.0,290.0,49.237833,16.555667,4
17434.0,290.0,49.237833,16.555667,4
17507.0,290.0,49.237833,16.555667,4
17574.0,290.0,49.237833,16.555667,4
17639.0,290.0,49.237833,16.555667,4
17701.0,290.0,49.237833,16.555667,4
17751.0,290.0,49.237833,16.555667,4
17817.0,290.0,49.237833,16.555667,4
17881.0,290.0,49.237833,16.555667,4
17937.0,290.0,49.237833,16.55,4
18009.0,290.0,49.237833,16.55,4
18061.0,290.0,49.237833,16.55,4
18113.0,290.0,49.237833,16.55,4
18191.0,290.0,49.237833,16.55,4
18259.0,290.0,49.237833,16.55,4
18334.0,290.0,49.237833,16.55,4
18410.0,290.0,49.237833,16.55,4
18473.0,290.0,49.237833,16.55,4
18536.0,290.0,49.237833,16.55,4
18600.0,290.0,49.237833,16.55,4
18676.0,290.0,49.237833,16.55,4
18744.0,290.0,49.237833,16.55,4
18796.0,290.0,49.237833,16.555667,4
18859.0,290.0,49.237833,16.555667,4
18922.0,290.0,49.237833,16.555667,4
18984.0,290.0,49.237833,16.555667,4
19047.0,290.0,49.237833,16.555667,4
19099.0,290.0,49.237833,16.555667,4
19165.0,290.0,49.237833,16.555667,4
19237.0,290.0,49.237833,16.555667,4
19315.0,290.0,49.237833,16.555667,4
19379.0,290.0,49.237833,16.555667,4
19459.0,290.0,49.237833,16.555667,4
19537.0,290.0,49.237833,16.555667,4
19602.0,290.0,49.237833,16.555667,4
19665.0,290.0,49.237833,16.555667,4
19727.0,290.0,49.237833,16.555667,4
19790.0,290.0,49.237833,16.555667,4
19855.0,290.0,49.237833,16.555667,4
19935.0,290.0,49.237833,16.555667,4
20014.0,290.0,49.237833,16.555667,4
20082.0,290.0,49.237833,16.555667,4
20145.0,291.0,49.237833,16.555667,4
20208.0,290.0,49.237833,16.555667,4
20285.0,290.0,49.237833,16.555667,4
20348.0,290.0,49.237833,0.266667,4
20400.0,290.0,49.237833,0.266667,4
20462.0,290.0,49.237833,0.266667,4
20525.0,290.0,49.237833,0.266667,4
20588.0,290.0,49.237833,0.266667,4
20648.0,290.0,49.237833,0.266667,4
20713.0,290.0,49.237833,0.266667,4
20776.0,290.0,49.237833,0.266667,4
20839.0,290.0,49.237833,16.55,4
20912.0,290.0,49.237833,16.55,4
20975.0,290.0,49.237833,16.55,4
21045.0,290.0,49.237833,16.55,4
21124.0,290.0,49.237833,16.55,4
21187.0,290.0,49.237833,16.555667,4
21261.0,290.0,49.237833,16.555667,4
21341.0,290.0,49.237833,16.555667,4
21408.0,290.0,49.237833,16.555667,4
21476.0,290.0,49.237833,16.555667,4
21552.0,290.0,49.237833,16.555667,4
21617.0,290.0,49.237833,16.555667,4
21680.0,290.0,49.237833,16.555667,4
21744.0,290.0,49.237833,16.555667,4
21806.0,290.0,49.237833,16.555667,4
21869.0,290.0,49.237833,16.555667,4
21932.0,290.0,49.237833,16.555667,4
21995.0,290.0,49.237833,6.555637,4
22059.0,290.0,49.237833,6.555637,4
22120.0,290.0,49.237833,6.555637,4
22184.0,290.0,49.237833,6.555637,4
22243.0,290.0,49.237833,6.555637,4
22298.0,290.0,49.237833,6.555637,4
22352.0,290.0,49.237833,6.555637,4
22420.0,290.0,49.237833,6.555637,4
22483.0,290.0,49.237833,6.555637,4
22561.0,290.0,49.237833,16.555667,4
22614.0,290.0,49.237833,16.555667,4
22664.0,290.0,49.237833,16.555667,4
22740.0,290.0,49.237833,16.555667,4
22803.0,290.0,49.237833,16.555667,4
22866.0,290.0,49.237833,16.555667,4
22924.0,290.0,49.237833,16.555667,4
22974.0,290.0,49.237833,16.555667,4
23052.0,290.0,49.237833,16.555667,4
23120.0,290.0,49.237833,16.555667,4
23172.0,290.0,49.237833,16.555667,4
23237.0,290.0,49.237833,0.0,4
23287.0,290.0,49.237833,0.0,4
23352.0,290.0,49.237833,0.0,4
23415.0,290.0,49.237833,0.0,4
23478.0,290.0,49.237833,16.555667,4
23551.0,290.0,49.237833,16.555667,4
23615.0,290.0,49.237833,16.555667,4
23693.0,290.0,49.237833,16.555667,4
23758.0,290.0,49.237833,16.555667,4
23821.0,290.0,49.237833,16.555667,4
23871.0,290.0,49.237833,16.555667,4
23934.0,290.0,49.237833,16.555667,4
24008.0,290.0,49.237833,0.0,4
24071.0,290.0,49.237833,0.0,4
24134.0,290.0,49.237833,0.0,4
24191.0,290.0,49.237833,0.0,4
24254.0,290.0,49.237833,0.0,4
24320.0,290.0,49.237833,0.0,4
24383.0,290.0,49.237833,16.555633,4
24443.0,290.0,49.237833,16.555633,4
24506.0,290.0,49.237833,16.555633,4
24569.0,290.0,49.237833,16.555633,4
24645.0,290.0,49.237833,16.555633,4
24710.0,290.0,49.237833,16.555633,4
24773.0,290.0,49.237833,16.555667,4
24836.0,290.0,49.237833,16.555667,4
24888.0,290.0,49.237833,16.555667,4
24957.0,290.0,49.237833,16.555667,4
25024.0,290.0,49.237833,16.555667,4
25088.0,290.0,49.237833,16.555667,4
25151.0,290.0,49.237833,16.555667,4
25217.0,290.0,49.237833,16.555667,4
25272.0,290.0,49.237833,16.555667,4
25348.0,290.0,49.237833,16.555667,4
25406.0,290.0,49.237833,16.555667,4
25470.0,290.0,49.237833,16.555667,4
25533.0,290.0,49.237833,16.555667,4
25601.0,290.0,49.237833,16.555667,4
25681.0,290.0,49.237833,16.555667,4
25737.0,290.0,49.237833,16.555667,4
25801.0,290.0,49.237833,16.555667,4
25864.0,290.0,49.237833,16.555667,4
25927.0,290.0,49.237833,16.555667,4
26003.0,290.0,49.237833,16.555667,4
26057.0,290.0,49.237833,16.555667,4
26109.0,290.0,49.237833,16.555667,4
26172.0,290.0,49.237833,16.555667,4
26235.0,290.0,49.237833,2.05,4
26300.0,290.0,49.237833,2.05,4
26369.0,290.0,49.237833,2.05,4
26432.0,290.0,49.237833,2.05,4
26502.0,290.0,49.237833,0.055635,4
26575.0,290.0,49.237833,0.055635,4
26629.0,290.0,49.237833,0.055635,4
26692.0,290.0,49.237833,0.055635,4
26755.0,290.0,49.237833,0.055635,4
26818.0,290.0,49.237833,0.0,4
26899.0,290.0,49.237833,0.0,4
26954.0,290.0,49.237833,0.0,4
27033.0,290.0,49.237833,0.0,4
27098.0,290.0,49.237833,0.0,4
27161.0,290.0,49.237833,0.0,4
27226.0,290.0,49.237833,0.0,4
27294.0,290.0,49.237833,0.0,4
27360.0,290.0,49.237833,0.0,4
27436.0,290.0,49.237833,16.555667,4
27512.0,290.0,49.237833,16.555667,4
27575.0,290.0,49.237833,16.555667,4
27639.0,290.0,49.237833,16.555667,4
27714.0,290.0,49.237833,16.555667,4
27778.0,290.0,49.237833,16.555667,4
27841.0,290.0,49.237833,16.555667,4
27904.0,290.0,49.237833,16.555667,4
27962.0,290.0,49.237833,16.555667,4
28030.0,290.0,49.237833,16.555667,4
28093.0,290.0,49.237833,16.555667,4
28168.0,290.0,49.237833,16.555667,4
28231.0,290.0,49.237833,16.555667,4
28294.0,290.0,49.237833,16.555667,4
28357.0,290.0,49.237833,16.555667,4
28423.0,290.0,49.237833,16.555667,4
28489.0,290.0,49.237833,16.555667,4
28552.0,290.0,49.237833,16.555667,4
28616.0,290.0,49.237833,16.555667,4
28668.0,290.0,49.237833,16.555667,4
28731.0,290.0,49.237833,16.555667,4
28796.0,290.0,49.237833,16.555667,4
28856.0,290.0,49.237833,16.555667,4
28921.0,290.0,49.237833,16.555667,4
28990.0,290.0,49.237833,16.555667,4
29055.0,290.0,49.237833,16.555667,4
29119.0,290.0,49.237833,0.0,4
29182.0,290.0,49.237833,0.0,4
29253.0,290.0,49.237833,0.0,4
29326.0,290.0,49.237833,0.0,4
29391.0,290.0,49.237833,0.0,4
29451.0,290.0,49.237833,0.0,4
29514.0,290.0,49.237833,0.0,4
29581.0,290.0,49.237833,0.0,4
29643.0,290.0,49.237833,0.0,4
29710.0,290.0,49.237833,0.0,4
29775.0,290.0,49.237833,0.0,4
29838.0,290.0,49.237833,0.0,4
29903.0,290.0,49.237833,0.0,4
29966.0,290.0,49.237833,0.0,4
30031.0,290.0,49.237833,0.0,4
30099.0,290.0,49.237833,0.0,4
30162.0,290.0,49.237833,0.0,4
30229.0,290.0,49.237833,0.0,4
30295.0,290.0,49.237833,0.0,4
30363.0,290.0,49.237833,0.0,4
30433.0,290.0,49.237833,0.0,4
30497.0,290.0,49.237833,0.0,4
30563.0,290.0,49.237833,16.55,4
30638.0,290.0,49.237833,16.55,4
30716.0,290.0,49.237833,16.55,4
30772.0,290.0,49.237833,16.55,4
30845.0,290.0,49.237833,16.55,4
30908.0,290.0,49.237833,16.55,4
30972.0,290.0,49.237833,16.55,4
31035.0,290.0,49.237833,16.55,4
31103.0,290.0,49.237833,16.555667,4
31166.0,290.0,49.237833,16.555667,4
31242.0,290.0,49.237833,16.555667,4
31305.0,290.0,49.237833,16.555667,4
31368.0,290.0,49.237833,6.555637,4
31423.0,290.0,49.237833,6.555637,4
31491.0,290.0,49.237833,6.555637,4
31554.0,290.0,49.237833,6.555637,4
31619.0,290.0,49.237833,6.555637,4
31682.0,290.0,49.237833,6.555637,4
31745.0,290.0,49.237833,6.555637,4
31808.0,290.0,49.237833,6.555637,4
31871.0,290.0,49.237833,6.555637,4
31940.0,290.0,49.237833,16.555667,4
32017.000000000004,290.0,49.237833,16.555667,4
32079.0,290.0,49.237833,16.555667,4
32145.000000000004,290.0,49.237833,16.555667,4
32208.0,290.0,49.237833,16.555667,4
32279.000000000004,290.0,49.237833,16.555667,4
32331.000000000004,290.0,49.237833,16.555667,4
32383.000000000004,290.0,49.237833,16.555667,4
32445.999999999996,290.0,49.237833,16.555667,4
32509.999999999996,290.0,49.237833,16.555667,4
32573.0,290.0,49.237833,16.555667,4
32645.000000000004,290.0,49.237833,16.555667,4
32722.0,290.0,49.237833,16.555667,4
32785.0,290.0,49.237833,16.555667,4
32848.0,290.0,49.237833,16.555667,4
32917.0,290.0,49.237833,16.555667,4
32982.0,290.0,49.237833,16.555667,4
33038.0,290.0,49.237833,16.555667,4
33101.0,290.0,49.237833,16.555667,4
33169.0,290.0,49.237833,16.555667,4
33230.0,290.0,49.237833,16.555667,4
33293.0,290.0,49.237833,16.555667,4
33365.0,290.0,49.237833,16.555667,4
33428.0,290.0,49.237833,16.555667,4
33491.0,290.0,49.237833,16.555667,4
33554.0,290.0,49.237833,0.0,4
33630.0,290.0,49.237833,0.0,4
33683.0,290.0,49.237833,0.0,4
33751.0,290.0,49.237833,0.0,4
33814.0,290.0,49.237833,0.0,4
33879.0,290.0,49.237833,0.0,4
33935.0,290.0,49.237833,16.555667,4
34001.0,290.0,49.237833,16.555667,4
34069.0,290.0,49.237833,16.555667,4
34132.0,290.0,49.237833,16.555667,4
34202.0,290.0,49.237833,16.555667,4
34265.0,290.0,49.237833,16.555667,4
34328.0,290.0,49.237833,16.555667,4
34382.0,290.0,49.237833,16.555667,4
34446.0,290.0,49.237833,16.555667,4
34518.0,290.0,49.237833,16.555667,4
34583.0,290.0,49.237833,16.555667,4
34653.0,290.0,49.237833,16.555667,4
34718.0,290.0,49.237833,16.555667,4
34781.0,290.0,49.237833,16.555667,4
34843.0,290.0,49.237833,16.555667,4
34921.0,290.0,49.237833,16.555667,4
34995.0,290.0,49.237833,16.555667,4
35058.0,290.0,49.237833,16.555667,4
35123.0,290.0,49.237833,16.555667,4
35179.0,290.0,49.237833,16.555667,4
35242.0,290.0,49.237833,16.555667,4
35306.0,290.0,49.237833,16.555667,4
35369.0,290.0,49.237833,16.555667,4
35446.0,290.0,49.237833,0.0,4
35514.0,290.0,49.237833,0.0,4
35579.0,290.0,49.237833,0.0,4
35659.0,290.0,49.237833,0.0,4
35723.0,290.0,49.237833,0.0,4
35786.0,290.0,49.237833,0.0,4
35849.0,290.0,49.237833,0.0,4
35912.0,290.0,49.237833,0.0,4
35975.0,290.0,49.237833,0.0,4
36048.0,290.0,49.237833,0.0,4
36111.0,290.0,49.237833,0.0,4
36190.0,290.0,49.237833,0.0,4
36250.0,290.0,49.237833,0.0,4
36317.0,290.0,49.237833,0.0,4
36395.0,290.0,49.237833,0.0,4
36459.0,290.0,49.237833,0.0,4
36540.0,290.0,49.237833,0.0,4
36603.0,290.0,49.237833,0.0,4
36667.0,290.0,49.237833,0.0,4
36734.0,290.0,49.237833,0.0,4
36798.0,290.0,49.237833,0.0,4
36861.0,290.0,49.237833,16.555,4
36928.0,290.0,49.237833,16.555,4
37002.0,290.0,49.237833,16.555,4
37066.0,290.0,49.237833,16.555,4
37122.0,290.0,49.237833,16.555,4
37187.0,290.0,49.237833,16.555,4
37250.0,290.0,49.237833,16.555667,4
37313.0,290.0,49.237833,16.555667,4
37373.0,290.0,49.237833,16.555667,4
37436.0,290.0,49.237833,16.555667,4
37498.0,290.0,49.237833,16.555667,4
37554.0,290.0,49.237833,16.555667,4
37628.0,290.0,49.237833,16.555667,4
37692.0,290.0,49.237833,16.555667,4
37756.0,290.0,49.237833,0.0,4
37806.0,290.0,49.237833,0.0,4
37881.0,290.0,49.237833,0.0,4
37944.0,290.0,49.237833,0.0,4
38020.0,290.0,49.237833,0.0,4
38084.0,290.0,49.237833,16.555667,4
38147.0,290.0,49.237833,16.555667,4
38212.0,290.0,49.237833,16.555667,4
38278.0,290.0,49.237833,16.555667,4
38350.0,290.0,49.237833,16.555667,4
38421.0,290.0,49.237833,0.0,4
38489.0,290.0,49.237833,0.0,4
38552.0,290.0,49.237833,0.0,4
38615.0,290.0,49.237833,0.0,4
38676.0,290.0,49.237833,0.0,4
38751.0,290.0,49.237833,0.0,4
38819.0,290.0,49.237833,0.0,4
38886.0,290.0,49.237833,0.0,4
38949.0,290.0,49.237833,0.0,4
39013.0,290.0,49.237833,0.0,4
39086.0,290.0,49.237833,0.0,4
39166.0,290.0,49.237833,0.0,4
39232.0,290.0,49.237833,0.0,4
39307.0,290.0,49.237833,0.0,4
39375.0,290.0,49.237833,0.0,4
39448.0,290.0,49.237833,0.0,4
39512.0,290.0,49.237833,0.0,4
39589.0,290.0,49.237833,0.0,4
39669.0,290.0,49.237833,0.0,4
39732.0,290.0,49.237833,16.555667,4
39798.0,290.0,49.237833,16.555667,4
39861.0,290.0,49.237833,16.555667,4
39911.0,290.0,49.237833,16.555667,4
39975.0,290.0,49.237833,16.555667,4
40041.0,290.0,49.237833,16.555667,4
40113.0,290.0,49.237833,1.366667,4
40165.0,290.0,49.237833,1.366667,4
40230.0,290.0,49.237833,1.366667,4
40293.0,290.0,49.237833,1.366667,4
40356.0,290.0,49.237833,1.366667,4
40436.0,290.0,49.237833,1.366667,4
40504.0,290.0,49.237833,1.366667,4
40580.0,290.0,49.237833,1.366667,4
40644.0,290.0,49.237833,0.016667,4
40709.0,290.0,49.237833,0.016667,4
40773.0,290.0,49.237833,0.016667,4
40836.0,290.0,49.237833,0.016667,4
40899.0,290.0,49.237833,16.555667,4
40962.0,290.0,49.237833,16.555667,4
41024.0,290.0,49.237833,16.555667,4
41090.0,290.0,49.237833,16.555667,4
41159.0,290.0,49.237833,16.555667,4
41230.0,290.0,49.237833,16.555667,4
41295.0,290.0,49.237833,16.555667,4
41358.0,290.0,49.237833,16.555667,4
41420.0,290.0,49.237833,16.555667,4
41495.0,290.0,49.237833,16.555667,4
41557.0,290.0,49.237833,16.555667,4
41611.0,290.0,49.237833,16.555667,4
41674.0,290.0,49.237833,16.555667,4
41737.0,290.0,49.237833,16.555667,4
41802.0,290.0,49.237833,16.555667,4
41865.0,290.0,49.237833,0.0,4
41936.0,290.0,49.237833,0.0,4
41999.0,290.0,49.237833,0.0,4
42069.0,290.0,49.237833,0.0,4
42123.0,290.0,49.237833,0.0,4
42186.0,290.0,49.237833,0.0,4
42249.0,290.0,49.237833,0.016667,4
42313.0,290.0,49.237833,0.016667,4
42390.0,290.0,49.237833,0.016667,4
42462.0,290.0,49.237833,0.016667,4
42530.0,290.0,49.237833,0.016667,4
42594.0,290.0,49.237833,0.016667,4
42657.0,290.0,49.237833,0.016667,4
42720.0,290.0,49.237833,0.016667,4
42780.0,290.0,49.237833,0.016667,4
42843.0,290.0,49.237833,16.555667,4
42911.0,290.0,49.237833,16.555667,4
42975.0,290.0,49.237833,16.555667,4
43038.0,290.0,49.237833,16.555667,4
43094.0,290.0,49.237833,16.555667,4
43147.0,290.0,49.237833,16.555667,4
43205.0,290.0,49.237833,16.555667,4
43268.0,290.0,49.237833,16.555667,4
43336.0,290.0,49.237833,0.055,4
43412.0,290.0,49.237833,0.055,4
43482.0,290.0,49.237833,0.055,4
43558.0,290.0,49.237833,0.055,4
43622.0,290.0,49.237833,0.055,4
43684.0,290.0,49.237833,0.055,4
43747.0,290.0,49.237833,0.055,4
43816.0,290.0,49.237833,0.0,4
43889.0,290.0,49.237833,0.0,4
