Time [ms],Altitude [m],Latitude [°],Longitude [°],Pressure[hPa],Temp[°C],gX[°],gY[°],gZ[°],acX[ms^2],acY[ms^2],acZ[ms^2],State[x]
36777.0,299.84,49.242667,0.0,97774.16,34.19,-4.03,3.23,-0.06,-0.98,0.01,-0.07,6
36792.0,299.84,49.242667,0.0,97775.11,34.19,-4.03,3.23,-0.06,-0.97,0.01,-0.07,6
36808.0,299.88,49.242667,0.0,97775.09,34.19,-4.15,3.17,-0.06,-0.98,0.01,-0.07,6
36824.0,299.89,49.242667,0.0,97774.6,34.19,-4.15,3.05,-0.06,-0.98,0.01,-0.07,6
36840.0,299.81,49.242667,0.0,97774.46,34.19,-4.03,3.11,-0.12,-0.97,0.01,-0.07,6
36856.0,299.8,49.242667,0.0,97775.45,34.19,-4.09,3.17,-0.18,-0.98,0.01,-0.07,6
36872.0,299.83,49.242667,0.0,97775.48,34.19,-4.09,3.17,-0.12,-0.98,0.01,-0.07,6
36888.0,299.84,49.242667,0.0,97775.21,34.19,-4.03,3.11,-0.18,-0.97,0.01,-0.07,6
36904.0,299.89,49.242667,0.0,97775.07,34.19,-4.09,3.11,-0.06,-0.97,0.01,-0.07,6
36920.0,299.82,49.242667,0.0,97774.46,34.19,-4.15,3.17,-0.12,-0.97,0.01,-0.07,6
36936.0,299.8,49.242667,0.0,97775.27,34.19,-4.03,3.17,-0.18,-0.97,0.01,-0.07,6
36952.0,299.8,49.242667,0.0,97775.48,34.19,-4.09,3.17,0.0,-0.98,0.01,-0.07,6
36968.0,299.86,49.242667,0.0,97775.51,34.19,-4.09,3.11,-0.12,-0.98,0.01,-0.07,6
36983.0,299.93,49.242667,0.0,97774.81,34.19,-4.09,3.11,-0.12,-0.97,0.01,-0.07,6
36999.0,299.89,49.242667,16.556333,97774.02,34.19,-4.15,3.17,-0.12,-0.98,0.01,-0.07,6
37015.0,299.88,49.242667,16.556333,97774.43,34.19,-4.15,3.17,-0.06,-0.98,0.01,-0.07,6
37030.0,299.9,49.242667,16.556333,97774.58,34.19,-4.09,3.17,-0.18,-0.98,0.01,-0.07,6
37046.0,299.81,49.242667,16.556333,97774.31,34.19,-4.03,3.05,-0.12,-0.98,0.01,-0.07,6
37062.0,299.93,49.242667,16.556333,97775.38,34.19,-4.09,3.11,-0.18,-0.97,0.01,-0.07,6
37078.0,299.93,49.242667,16.556333,97773.97,34.19,-4.09,3.11,-0.18,-0.97,0.01,-0.07,6
37093.0,299.9,49.242667,16.556333,97773.98,34.19,-4.09,3.11,-0.12,-0.98,0.01,-0.07,6
37109.0,299.86,49.242667,16.556333,97774.38,34.19,-4.15,3.05,-0.12,-0.97,0.01,-0.07,6
37125.0,299.89,49.242667,16.556333,97774.83,34.19,-4.09,3.11,-0.24,-0.97,0.01,-0.07,6
37140.0,299.84,49.242667,16.556333,97774.52,34.19,-3.97,3.23,-0.12,-0.97,0.01,-0.07,6
37155.0,299.77,49.242667,16.556333,97775.03,34.19,-4.03,3.05,-0.18,-0.98,0.01,-0.07,6
37170.0,299.8,49.242667,16.556333,97775.91,34.19,-4.03,3.23,-0.12,-0.98,0.01,-0.07,6
37186.0,299.71,49.242667,16.556333,97775.57,34.19,-4.03,3.23,-0.12,-0.98,0.01,-0.07,6
37202.0,299.77,49.242667,16.556333,97776.55,34.19,-4.03,3.05,-0.06,-0.97,0.01,-0.06,6
37217.0,299.72,49.242667,16.556333,97775.91,34.19,-4.09,3.05,-0.06,-0.98,0.01,-0.07,6
37232.0,299.66,49.242667,16.556333,97776.42,34.19,-4.09,3.17,-0.12,-0.98,0.01,-0.07,6
37247.0,299.75,49.242667,0.0,97777.15,34.19,-4.09,3.05,-0.18,-0.98,0.01,-0.06,6
37263.0,299.69,49.242667,0.0,97776.14,34.19,-4.09,3.11,-0.12,-0.98,0.01,-0.07,6
37279.0,299.71,49.242667,0.0,97776.76,34.19,-4.03,3.11,-0.18,-0.98,0.01,-0.07,6
37295.0,299.78,49.242667,0.0,97776.58,34.19,-4.03,3.11,-0.06,-0.97,0.01,-0.07,6
37310.0,299.77,49.242667,0.0,97775.81,34.19,-3.97,3.17,-0.18,-0.97,0.01,-0.07,6
37326.0,299.76,49.242667,0.0,97775.87,34.19,-4.09,3.11,-0.12,-0.98,0.01,-0.07,6
37341.0,299.77,49.242667,0.0,97776.04,34.19,-3.97,3.11,-0.12,-0.98,0.01,-0.07,6
37356.0,299.79,49.242667,0.0,97775.92,34.19,-4.09,3.17,-0.12,-0.98,0.01,-0.07,6
37372.0,299.82,49.242667,0.0,97775.63,34.19,-4.09,3.11,-0.18,-0.97,0.01,-0.07,6
37388.0,299.82,49.242667,0.0,97775.23,34.19,-4.09,3.11,0.0,-0.98,0.01,-0.07,6
37404.0,299.66,49.242667,0.0,97775.26,34.19,-4.03,3.17,-0.12,-0.98,0.01,-0.07,6
37420.0,299.72,49.242667,0.0,97777.16,34.19,-4.03,3.17,-0.06,-0.97,0.01,-0.07,6
37436.0,299.86,49.242667,0.0,97776.51,34.19,-4.15,3.17,-0.12,-0.97,0.01,-0.07,6
37451.0,299.85,49.242667,0.0,97774.87,34.19,-4.03,3.17,-0.12,-0.97,0.01,-0.07,6
37467.0,299.82,49.242667,0.0,97774.91,34.19,-4.09,3.11,-0.12,-0.97,0.01,-0.07,6
37483.0,299.81,49.242667,0.0,97775.23,34.19,-3.97,3.23,-0.12,-0.97,0.01,-0.07,6
37499.0,299.8,49.242667,0.0,97775.37,34.19,-4.03,3.05,-0.06,-0.97,0.01,-0.07,6
37515.0,299.83,49.242667,0.0,97775.51,34.19,-3.97,3.11,0.0,-0.98,0.01,-0.07,6
37531.0,299.78,49.242667,0.0,97775.2,34.19,-4.15,3.11,-0.06,-0.97,0.01,-0.07,6
37546.0,299.85,49.242667,0.0,97775.73,34.19,-3.97,3.3,0.0,-0.97,0.01,-0.07,6
37561.0,299.82,49.242667,0.0,97774.96,34.19,-4.03,3.05,0.0,-0.97,0.01,-0.07,6
37576.0,299.82,49.242667,0.0,97775.33,34.19,-4.09,3.17,-0.12,-0.98,0.01,-0.07,6
37592.0,299.81,49.242667,0.0,97775.28,34.19,-4.15,3.11,-0.06,-0.97,0.01,-0.07,6
37608.0,299.73,49.242667,0.0,97775.45,34.19,-3.97,3.17,-0.06,-0.97,0.01,-0.07,6
37624.0,299.69,49.242667,0.0,97776.32,34.19,-4.15,3.23,-0.18,-0.97,0.01,-0.07,6
37640.0,299.73,49.242667,0.0,97776.79,34.19,-4.09,3.11,-0.06,-0.98,0.01,-0.07,6
37655.0,299.69,49.242667,0.0,97776.38,34.19,-4.03,3.11,-0.06,-0.97,0.01,-0.07,6
37671.0,299.74,49.242667,0.266667,97776.84,34.19,-4.09,3.11,0.0,-0.98,0.01,-0.07,6
37687.0,299.88,49.242667,0.266667,97776.2,34.19,-4.09,3.11,-0.12,-0.98,0.01,-0.07,6
37702.0,300.01,49.242667,0.266667,97774.59,34.19,-4.09,3.11,-0.12,-0.97,0.01,-0.07,6
37718.0,299.93,49.242667,0.266667,97773.05,34.19,-4.03,3.11,-0.24,-0.98,0.01,-0.07,6
37733.0,299.94,49.242667,0.266667,97774.03,34.19,-4.09,3.11,-0.12,-0.97,0.01,-0.07,6
37749.0,299.99,49.242667,0.266667,97773.87,34.19,-4.09,3.11,-0.06,-0.97,0.01,-0.07,6
37765.0,299.98,49.242667,0.266667,97773.3,34.19,-4.03,3.17,-0.06,-0.97,0.01,-0.07,6
37780.0,299.84,49.242667,0.266667,97773.46,34.19,-4.03,3.11,0.0,-0.98,0.01,-0.07,6
37796.0,299.88,49.242667,0.266667,97775.02,34.19,-4.03,3.17,-0.12,-0.98,0.01,-0.07,6
37812.0,299.81,49.242667,0.266667,97774.54,34.19,-4.03,3.11,-0.12,-0.98,0.01,-0.07,6
37828.0,299.84,49.242667,0.266667,97775.4,34.19,-4.03,3.17,-0.06,-0.97,0.01,-0.07,6
37843.0,299.87,49.242667,0.266667,97775.08,34.19,-4.03,3.17,-0.06,-0.97,0.01,-0.07,6
37858.0,299.89,49.242667,0.266667,97774.75,34.19,-4.03,3.17,-0.18,-0.97,0.01,-0.07,6
37873.0,299.82,49.242667,0.266667,97774.47,34.19,-4.03,3.17,0.0,-0.97,0.01,-0.07,6
37889.0,299.89,49.242667,0.266667,97775.28,34.19,-4.03,3.11,-0.06,-0.98,0.01,-0.07,6
37904.0,299.9,49.242667,0.266667,97774.52,34.19,-4.09,3.17,0.0,-0.97,0.01,-0.07,6
37919.0,299.94,49.242667,0.266667,97774.36,34.19,-4.09,3.23,0.0,-0.98,0.01,-0.07,6
37934.0,299.93,49.242667,0.266667,97773.93,34.19,-3.36,17.27,-0.49,-0.98,0.0,-0.07,6
37950.0,299.87,49.242667,0.266667,97774.05,34.19,-2.62,33.87,-0.24,-0.98,0.01,-0.14,6
37966.0,299.85,49.242667,0.266667,97774.73,34.19,-4.09,-41.08,1.1,-1.01,0.01,-0.1,6
37982.0,299.9,49.242667,0.016667,97774.97,34.19,-4.03,3.85,-0.18,-0.97,0.01,-0.05,6
37998.0,299.86,49.242667,0.016667,97774.31,34.19,-3.54,97.9,-2.2,-0.92,0.01,-0.15,6
38014.0,299.85,49.242667,0.016667,97774.84,34.19,-4.03,-35.58,-0.31,-0.94,0.01,-0.15,6
38030.0,299.85,49.242667,0.016667,97774.96,34.19,-4.46,-35.58,0.85,-0.87,0.01,-0.11,6
38046.0,299.85,49.242667,0.016667,97774.94,34.19,-4.33,-4.94,-0.12,-0.99,0.01,-0.03,6
38061.0,299.89,49.242667,0.016667,97774.99,34.19,-2.08,8.12,-0.73,-0.94,0.04,0.08,6
38077.0,299.95,49.242667,0.016667,97774.5,34.19,-3.72,48.4,-2.2,-0.98,0.01,-0.23,6
38093.0,299.98,49.242667,0.016667,97773.8,34.19,-4.52,7.51,-0.18,-0.96,0.01,-0.16,6
38109.0,299.99,49.242667,0.016667,97773.39,34.19,-3.85,-50.29,0.0,-1.07,0.01,-0.08,6
38125.0,299.86,49.242667,0.016667,97773.35,34.19,-5.0,-4.88,0.0,-0.96,0.01,0.08,6
38141.0,299.93,49.242667,0.016667,97774.84,34.19,-2.87,36.13,-0.18,-1.03,0.02,-0.11,6
38156.0,299.83,49.242667,0.016667,97774.01,34.19,-2.87,78.12,-0.31,-1.04,0.01,-0.02,6
38172.0,299.82,49.242667,0.016667,97775.15,34.19,-2.26,57.43,-1.34,-0.92,0.01,-0.34,6
38187.0,299.76,49.242667,0.016667,97775.3,34.19,-3.78,34.42,-1.04,-0.86,0.01,-0.22,6
38202.0,299.81,49.242667,0.016667,97775.94,34.19,0.92,-25.33,2.56,-1.08,0.02,-0.24,6
38217.0,299.87,49.242667,0.016667,97775.39,34.19,-0.85,0.43,1.22,-1.02,0.01,-0.32,6
38233.0,299.85,49.242667,0.016667,97774.73,34.19,13.73,-142.7,7.08,-0.97,-0.02,-0.37,6
38248.0,299.87,49.242667,0.016667,97774.96,34.19,-4.39,60.42,-2.14,-1.09,0.01,-0.34,6
38264.0,299.87,49.242667,0.016667,97774.7,34.19,-4.39,22.64,3.36,-1.04,0.01,-0.16,6
38280.0,299.9,49.242667,0.016667,97774.66,34.19,-1.46,-31.86,15.87,-1.18,-0.01,-0.29,6
38296.0,299.88,49.242667,0.0,97774.41,34.19,-9.28,-15.01,31.62,-1.08,0.04,-0.19,6
38312.0,299.89,49.242667,0.0,97774.56,34.19,-14.4,-2.93,46.51,-1.19,0.04,-0.24,6
38328.0,299.85,49.242667,0.0,97774.44,34.19,-23.25,8.18,62.44,-1.12,0.09,-0.14,6
38344.0,299.86,49.242667,0.0,97775.0,34.19,-25.63,-13.12,72.51,-1.02,0.14,-0.2,6
38360.0,299.93,49.242667,0.0,97774.88,34.19,-30.27,-13.85,75.81,-0.79,0.2,-0.08,6
38376.0,299.91,49.242667,0.0,97774.05,34.19,-27.4,-12.33,68.85,-0.83,0.27,-0.09,6
38391.0,299.94,49.242667,0.0,97774.3,34.19,-24.66,-3.72,51.88,-0.61,0.44,0.08,6
38406.0,299.98,49.242667,0.0,97773.88,34.19,-24.17,31.25,34.36,-0.61,0.49,-0.12,6
38421.0,299.95,49.242667,0.0,97773.47,34.19,-14.16,-4.7,21.18,-0.69,0.52,0.13,6
38436.0,299.97,49.242667,0.0,97773.79,34.19,-14.34,19.29,18.86,-0.82,0.54,-0.12,6
38451.0,299.83,49.242667,0.0,97773.53,34.19,-14.59,4.15,19.35,-0.91,0.59,-0.18,6
38466.0,299.87,49.242667,0.0,97775.14,34.19,-23.44,27.77,17.15,-0.72,0.6,-0.03,6
38481.0,299.87,49.242667,0.0,97774.76,34.19,-19.35,27.65,1.59,-0.68,0.96,-0.28,6
38496.0,299.86,49.242667,0.0,97774.73,34.19,-37.9,50.84,-45.78,-0.71,0.58,-0.17,6
38511.0,299.75,49.242667,0.0,97774.86,34.19,-35.95,31.92,-50.11,-0.87,0.28,-0.1,6
38526.0,299.83,49.242667,16.556333,97776.07,34.19,-23.68,-40.22,-23.07,-0.77,0.23,0.03,6
38541.0,299.87,49.242667,16.556333,97775.18,34.19,-14.53,-11.6,14.53,-0.91,0.56,-0.12,6
38556.0,299.98,49.242667,16.556333,97774.73,34.19,-8.61,-19.41,25.21,-0.83,0.66,0.06,6
38572.0,300.03,49.242667,16.556333,97773.48,34.19,-5.13,-4.33,11.41,-0.73,0.66,0.07,6
38588.0,300.1,49.242667,16.556333,97772.85,34.19,-8.73,3.54,-6.77,-0.9,0.56,-0.03,6
38603.0,300.09,49.242667,16.556333,97772.06,34.19,-13.55,21.12,-1.59,-0.91,0.48,-0.06,6
38618.0,300.14,49.242667,16.556333,97772.11,34.19,-21.85,25.51,10.01,-0.96,0.55,0.0,6
38634.0,300.06,49.242667,16.556333,97771.5,34.19,-31.01,26.25,21.91,-0.96,0.65,-0.16,6
38650.0,300.04,49.242667,16.556333,97772.54,34.19,-39.0,19.65,33.87,-0.92,0.69,-0.02,6
38665.0,300.1,49.242667,16.556333,97772.69,34.19,-44.86,38.64,35.4,-0.88,0.72,-0.0,6
38681.0,300.11,49.242667,16.556333,97772.03,34.19,-41.69,3.97,42.6,-0.77,0.7,0.08,6
38697.0,300.09,49.242667,16.556333,97771.92,34.19,-32.53,21.61,49.26,-0.75,0.77,0.13,6
38712.0,300.17,49.242667,16.556333,97772.17,34.19,-18.07,-3.91,52.67,-0.63,0.71,0.21,6
38728.0,300.11,49.242667,16.556333,97771.2,34.19,-5.68,-4.7,47.79,-0.6,0.77,0.16,6
38744.0,300.21,49.242667,16.556333,97771.9,34.19,0.18,-22.28,35.52,-0.55,0.71,0.13,6
38759.0,300.27,49.242667,16.556333,97770.75,34.19,-3.78,-13.73,21.55,-0.54,0.71,0.11,6
38775.0,300.22,49.242667,16.556333,97770.01,34.19,-13.12,-32.23,13.85,-0.57,0.65,0.09,6
38791.0,300.33,49.242667,16.556333,97770.58,34.19,-26.55,-23.44,8.61,-0.53,0.63,0.04,6
38806.0,300.41,49.242667,16.556333,97769.38,34.19,-41.08,-12.27,10.38,-0.57,0.68,0.04,6
38821.0,300.4,49.242667,16.556333,97768.39,34.19,-58.11,2.56,17.58,-0.59,0.65,-0.02,6
38837.0,300.44,49.242667,16.556333,97768.47,34.19,-72.45,10.38,27.77,-0.62,0.63,0.07,6
38853.0,300.45,49.242667,16.556333,97768.08,34.19,-79.65,8.67,36.93,-0.47,0.53,0.11,6
38869.0,300.5,49.242667,16.556333,97767.92,34.19,-73.91,20.57,37.05,-0.4,0.61,0.28,6
38884.0,300.52,49.242667,16.556333,97767.35,34.19,-57.86,29.17,28.2,-0.37,0.59,0.39,6
38899.0,300.49,49.242667,16.556333,97767.12,34.19,-32.96,4.03,32.35,-0.41,0.58,0.5,6
38915.0,300.47,49.242667,16.556333,97767.45,34.19,-14.59,55.36,34.42,-0.38,0.76,0.45,6
38930.0,300.49,49.242667,16.556333,97767.67,34.19,-2.93,32.17,32.53,-0.34,0.72,0.55,6
38946.0,300.5,49.242667,16.556333,97767.48,34.19,-3.54,42.97,26.31,-0.4,0.79,0.36,6
38962.0,300.49,49.242667,16.556333,97767.4,34.2,-13.85,36.87,26.06,-0.3,0.86,0.4,6
38977.0,300.51,49.242667,16.556333,97767.53,34.2,-30.33,67.93,20.81,-0.39,0.98,0.46,6
38993.0,300.51,49.242667,16.556333,97767.23,34.2,-38.88,34.61,25.09,-0.44,0.97,0.43,6
39009.0,300.5,49.242667,0.0,97767.28,34.19,-48.95,52.19,36.99,-0.5,0.99,0.6,6
39024.0,300.35,49.242667,0.0,97767.31,34.2,-49.44,52.37,44.92,-0.38,1.03,0.55,6
39039.0,300.26,49.242667,0.0,97769.11,34.2,-49.8,43.64,52.86,-0.35,0.83,0.63,6
39054.0,300.22,49.242667,0.0,97770.18,34.2,-44.31,63.48,49.01,-0.22,0.8,0.64,6
39069.0,300.25,49.242667,0.0,97770.59,34.2,-33.57,32.84,41.2,-0.19,0.76,0.65,6
39085.0,300.35,49.242667,0.0,97770.22,34.2,-21.48,41.44,33.81,-0.22,0.71,0.62,6
39101.0,300.38,49.242667,0.0,97769.1,34.2,-4.27,19.35,28.69,-0.16,0.75,0.62,6
39117.0,300.38,49.242667,0.0,97768.78,34.2,0.92,23.32,14.89,-0.24,0.84,0.65,6
39133.0,300.28,49.242667,0.0,97768.72,34.2,6.53,8.48,3.48,-0.17,0.82,0.53,6
39148.0,300.28,49.242667,0.0,97769.98,34.2,5.74,7.93,-2.44,-0.28,0.86,0.5,6
39163.0,300.26,49.242667,0.0,97769.97,34.2,0.73,9.4,0.79,-0.29,0.87,0.45,6
39178.0,300.33,49.242667,0.0,97770.16,34.2,-5.55,11.47,4.46,-0.24,0.88,0.53,6
39194.0,300.32,49.242667,0.0,97769.38,34.2,-9.16,2.26,6.41,-0.26,0.94,0.55,6
39210.0,300.36,49.242667,0.0,97769.43,34.2,-14.77,1.22,9.58,-0.29,0.93,0.48,6
39226.0,300.43,49.242667,0.0,97768.95,34.2,-22.89,-1.46,15.2,-0.24,0.81,0.47,6
39242.0,300.39,49.242667,0.0,97768.23,34.2,-28.2,7.14,16.91,-0.26,0.78,0.55,6
39257.0,300.4,49.242667,0.0,97768.59,34.2,-25.94,-9.09,11.05,-0.2,0.77,0.55,6
39272.0,300.33,49.242667,0.0,97768.49,34.2,-25.15,1.53,7.93,-0.19,0.67,0.55,6
39287.0,300.33,49.242667,0.0,97769.34,34.2,-24.54,-7.51,3.85,-0.15,0.74,0.57,6
39302.0,300.27,49.242667,0.0,97769.3,34.19,-25.76,3.91,1.34,-0.27,0.76,0.65,6
39317.0,300.36,49.242667,0.0,97770.01,34.2,-26.79,-0.43,2.2,-0.25,0.77,0.61,6
39332.0,300.37,49.242667,0.0,97769.01,34.2,-28.02,-1.16,8.12,-0.24,0.77,0.7,6
39348.0,300.33,49.242667,0.0,97768.9,34.2,-28.99,-5.68,13.12,-0.24,0.76,0.65,6
39364.0,300.41,49.242667,0.0,97769.31,34.2,-28.75,-2.01,21.48,-0.22,0.75,0.7,6
39380.0,300.4,49.242667,0.0,97768.43,34.2,-26.67,1.4,22.77,-0.16,0.67,0.66,6
39396.0,300.44,49.242667,0.0,97768.56,34.2,-24.35,9.46,22.03,-0.17,0.67,0.73,6
39411.0,300.5,49.242667,0.0,97768.12,34.19,-21.3,6.29,20.57,-0.18,0.73,0.74,6
39427.0,300.47,49.242667,0.0,97767.31,34.19,-16.91,15.08,21.67,-0.22,0.74,0.73,6
39443.0,300.5,49.242667,0.0,97767.76,34.19,-7.26,1.1,24.48,-0.11,0.7,0.69,6
39459.0,300.52,49.242667,0.0,97767.36,34.19,1.28,15.62,30.03,-0.07,0.59,0.75,6
39474.0,300.5,49.242667,0.0,97767.12,34.19,11.47,12.08,29.79,0.01,0.64,0.74,6
39490.0,300.52,49.242667,0.0,97767.32,34.19,17.58,8.24,24.29,-0.0,0.68,0.72,6
39506.0,300.56,49.242667,0.0,97767.09,34.2,18.37,20.75,17.88,0.12,0.62,0.64,6
39522.0,300.58,49.242667,16.556333,97766.7,34.2,15.14,20.81,11.84,0.12,0.7,0.71,6
39537.0,300.55,49.242667,16.556333,97766.48,34.2,8.85,24.78,10.13,-0.0,0.68,0.67,6
39553.0,300.63,49.242667,16.556333,97766.83,34.2,3.85,18.49,12.27,-0.01,0.71,0.68,6
39569.0,300.82,49.242667,16.556333,97765.84,34.2,-0.79,13.43,9.83,0.02,0.71,0.67,6
39585.0,300.83,49.242667,16.556333,97763.68,34.2,-4.21,7.57,7.08,0.06,0.67,0.71,6
39600.0,300.83,49.242667,16.556333,97763.55,34.19,-8.67,2.2,2.56,0.06,0.71,0.66,6
39616.0,300.85,49.242667,16.556333,97763.56,34.19,-13.73,-2.87,-2.26,0.06,0.76,0.68,6
39632.0,300.84,49.242667,16.556333,97763.3,34.19,-17.09,-2.99,-6.04,0.02,0.77,0.63,6
39647.0,300.87,49.242667,16.556333,97763.34,34.19,-17.94,-7.02,-5.55,0.03,0.75,0.63,6
39663.0,300.84,49.242667,16.556333,97763.04,34.19,-15.62,-3.3,-1.77,-0.02,0.71,0.69,6
39678.0,300.85,49.242667,16.556333,97763.44,34.19,-7.32,-2.01,1.4,-0.01,0.71,0.83,6
39694.0,300.86,49.242667,16.556333,97763.24,34.19,1.22,-17.27,-2.01,0.04,0.69,0.8,6
39710.0,300.84,49.242667,16.556333,97763.17,34.19,4.76,-13.98,-5.68,-0.0,0.7,0.8,6
39725.0,300.85,49.242667,16.556333,97763.41,34.19,0.31,-26.18,-14.71,0.07,0.66,0.66,6
39741.0,300.9,49.242667,16.556333,97763.22,34.19,-10.07,-47.24,-19.1,0.0,0.64,0.84,6
39757.0,300.85,49.242667,16.556333,97762.66,34.19,-23.07,-51.45,-22.71,0.03,0.63,0.78,6
39772.0,300.85,49.242667,16.556333,97763.31,34.19,-40.16,-109.19,-16.54,0.08,0.7,0.69,6
39788.0,300.86,49.242667,16.556333,97763.23,34.19,-58.23,-65.43,-10.62,0.13,0.61,0.79,6
39804.0,300.77,49.242667,16.556333,97763.21,34.19,-68.91,-54.87,-4.88,0.23,0.61,0.8,6
39820.0,300.8,49.242667,16.556333,97764.2,34.19,-80.2,-73.12,-3.11,0.36,0.51,0.81,6
39836.0,300.83,49.242667,16.556333,97763.8,34.19,-80.99,-48.16,-2.5,0.29,0.38,0.95,6
39851.0,300.81,49.242667,16.556333,97763.47,34.19,-75.87,-76.66,5.92,0.46,0.26,0.87,6
39866.0,300.81,49.242667,16.556333,97763.7,34.19,-75.2,-67.63,11.29,0.43,0.33,0.79,6
39882.0,300.76,49.242667,16.556333,97763.69,34.19,-74.52,-85.14,18.43,0.66,0.2,0.72,6
39898.0,300.84,49.242667,16.556333,97764.34,34.19,-69.76,-160.34,27.4,0.74,0.16,0.71,6
39914.0,300.85,49.242667,16.556333,97763.4,34.19,-63.84,-143.86,28.26,0.68,0.1,0.74,6
39929.0,300.86,49.242667,16.556333,97763.33,34.19,-60.97,-76.66,26.67,0.8,-0.06,0.71,6
39945.0,300.86,49.242667,16.556333,97763.2,34.19,-48.58,-71.84,30.27,0.94,-0.01,0.45,6
39961.0,300.91,49.242667,16.556333,97763.12,34.19,-49.62,-38.82,23.19,0.92,-0.07,0.45,6
39977.0,300.86,49.242667,16.556333,97762.55,34.19,-46.45,-58.84,12.76,1.0,-0.07,0.37,6
39993.0,300.78,49.242667,16.556333,97763.1,34.19,-38.82,-39.49,2.5,1.0,-0.14,0.4,6
40009.0,300.75,49.242667,16.556333,97764.12,34.19,-26.37,-26.92,-9.7,1.01,-0.11,0.28,6
40024.0,300.67,49.242667,16.556333,97764.41,34.19,-11.11,-3.3,-18.86,1.04,-0.08,0.31,6
40039.0,300.6,49.242667,16.556333,97765.42,34.19,0.43,-16.85,-20.2,0.99,-0.05,0.21,6
40054.0,300.6,49.242667,16.556333,97766.2,34.19,2.56,-12.02,-18.68,0.99,-0.05,0.28,6
40069.0,300.55,49.242667,16.556333,97766.19,34.19,2.08,-10.31,-16.97,1.01,-0.02,0.12,6
40084.0,300.68,49.242667,16.556333,97766.76,34.19,1.83,-10.62,-13.18,0.99,-0.01,0.25,6
40099.0,300.7,49.242667,16.556333,97765.31,34.19,1.22,-23.13,-11.54,1.01,0.04,0.15,6
40115.0,300.65,49.242667,16.556333,97764.97,34.19,2.01,-31.98,-10.5,1.04,-0.02,0.2,6
40131.0,300.67,49.242667,16.556333,97765.61,34.19,8.73,-81.54,-13.49,1.05,0.02,0.04,6
40147.0,300.73,49.242667,16.556333,97765.4,34.19,13.55,-67.38,-23.19,1.15,-0.06,-0.02,6
40162.0,300.76,49.242667,16.556333,97764.71,34.19,13.43,-75.68,-36.56,1.02,0.04,-0.14,6
40177.0,300.77,49.242667,0.0,97764.38,34.19,2.87,-62.68,-50.96,1.02,0.08,-0.36,6
40193.0,300.8,49.242667,0.0,97764.16,34.19,-12.57,-21.3,-58.23,0.94,0.13,-0.31,6
40209.0,300.75,49.242667,0.0,97763.84,34.19,-22.28,-32.96,-56.58,0.92,0.16,-0.36,6
40225.0,300.75,49.242667,0.0,97764.38,34.19,-32.47,5.25,-49.93,0.84,0.26,-0.33,6
40241.0,300.68,49.242667,0.0,97764.45,34.2,-31.13,-24.78,-42.91,0.93,0.41,-0.36,6
40257.0,300.71,49.242667,0.0,97765.23,34.2,-24.66,15.01,-44.43,0.81,0.34,-0.28,6
40273.0,300.79,49.242667,0.0,97764.95,34.2,-17.33,70.56,-44.74,0.82,0.44,-0.2,6
40289.0,300.74,49.242667,0.0,97763.92,34.2,-0.12,62.68,-40.89,0.82,0.52,-0.17,6
40305.0,300.68,49.242667,0.0,97764.55,34.2,10.62,98.45,-36.99,0.75,0.68,-0.04,6
40321.0,300.71,49.242667,0.0,97765.27,34.2,15.38,92.35,-31.37,0.77,0.66,-0.14,6
40337.0,300.77,49.242667,0.0,97764.92,34.2,18.43,86.06,-22.83,0.81,0.65,-0.06,6
40353.0,300.69,49.242667,0.0,97764.25,34.2,23.07,73.3,-23.8,0.9,0.61,0.04,6
40369.0,300.75,49.242667,0.0,97765.14,34.2,20.94,27.53,-28.08,0.8,0.58,-0.02,6
40385.0,300.68,49.242667,0.0,97764.47,34.2,9.83,53.65,-30.4,0.69,0.58,-0.06,6
40401.0,300.75,49.242667,0.0,97765.31,34.2,1.53,28.93,-30.58,0.77,0.63,-0.01,6
40417.0,300.82,49.242667,0.0,97764.41,34.19,-10.31,34.91,-30.82,0.68,0.72,0.02,6
40433.0,300.75,49.242667,0.0,97763.62,34.19,-18.31,11.96,-26.92,0.69,0.73,0.05,6
40449.0,300.8,49.242667,0.0,97764.38,34.19,-20.87,10.68,-22.03,0.64,0.73,0.11,6
40464.0,300.89,49.242667,0.0,97763.85,34.19,-18.62,17.58,-16.85,0.67,0.74,0.18,6
40480.0,300.76,49.242667,16.556333,97762.78,34.19,-9.89,61.77,-18.68,0.71,0.75,0.36,6
40495.0,300.76,49.242667,16.556333,97764.35,34.19,-5.43,33.26,-22.52,0.66,0.72,0.28,6
40510.0,300.72,49.242667,16.556333,97764.34,34.2,-6.1,84.35,-32.47,0.67,0.67,0.3,6
40525.0,300.7,49.242667,16.556333,97764.83,34.2,5.55,16.66,-44.86,0.57,0.71,0.52,6
40540.0,300.62,49.242667,16.556333,97764.99,34.2,5.25,34.61,-54.99,0.46,0.85,0.27,6
40555.0,300.68,49.242667,16.556333,97766.01,34.2,14.59,63.42,-53.34,0.27,0.91,0.5,6
40571.0,300.66,49.242667,16.556333,97765.2,34.2,14.83,41.26,-48.22,0.27,0.89,0.36,6
40587.0,300.68,49.242667,16.556333,97765.45,34.2,14.89,57.62,-46.2,0.25,0.93,0.44,6
