Time [ms],Altitude [m],Latitude [°],Longitude [°],Pressure[hPa],Temp[°C],gX[°],gY[°],gZ[°],acX[ms^2],acY[ms^2],acZ[ms^2],State[x]
12.0,287.39,49.237833,16.555667,97920.87,35.54,-4.03,3.3,-0.18,0.02,1.0,-0.0,3
25.0,287.43,49.237833,16.555667,97920.46,35.54,-4.03,3.11,-0.06,0.02,1.0,-0.0,3
37.0,287.27,49.237833,16.555667,97919.98,35.54,-3.97,2.99,-0.12,0.02,1.0,-0.0,3
50.0,287.32,49.237833,16.555667,97921.88,35.55,-3.91,3.17,-0.18,0.02,1.01,-0.0,3
63.0,287.3,49.237833,16.555667,97921.23,35.55,-3.97,3.3,-0.06,0.02,1.0,-0.0,3
76.0,287.37,49.237833,16.555667,97921.45,35.55,-3.97,3.11,-0.12,0.02,1.0,-0.0,3
89.0,287.36,49.237833,16.555667,97920.7,35.55,-4.03,3.11,-0.12,0.02,1.0,-0.0,3
102.0,287.4,49.237833,16.555667,97920.72,35.55,-4.09,3.17,-0.24,0.02,1.0,-0.0,3
114.0,287.36,49.237833,16.555667,97920.25,35.55,-4.03,3.11,-0.18,0.02,1.0,0.0,3
127.0,287.4,49.237833,16.555667,97920.79,35.55,-3.97,3.05,-0.24,0.02,1.0,-0.0,3
140.0,287.42,49.237833,16.555667,97920.33,35.55,-4.03,3.11,-0.24,0.02,1.0,-0.0,3
153.0,287.48,49.237833,16.555667,97920.12,35.55,-4.15,3.23,-0.18,0.02,1.0,0.0,3
165.0,287.49,49.237833,16.555667,97919.38,35.55,-4.09,3.17,-0.18,0.02,1.0,-0.0,3
177.0,287.45,49.237833,16.555667,97919.24,35.55,-4.03,3.05,-0.12,0.02,1.01,-0.0,3
190.0,287.46,49.237833,16.555667,97919.68,35.54,-3.85,3.17,-0.12,0.02,1.0,-0.0,3
203.0,287.48,49.237833,16.555667,97919.58,35.54,-3.97,3.05,-0.18,0.02,1.0,-0.0,3
215.0,287.46,49.237833,16.555667,97919.34,35.54,-3.97,3.11,-0.18,0.02,1.0,-0.0,3
228.0,287.38,49.237833,16.555667,97919.61,35.54,-3.97,3.17,-0.12,0.02,1.0,-0.0,3
241.0,287.37,49.237833,16.555667,97920.52,35.54,-4.03,3.17,-0.18,0.02,1.01,0.0,3
253.0,287.41,49.237833,16.555667,97920.61,35.54,-4.03,3.11,-0.24,0.02,1.0,-0.0,3
266.0,287.44,49.237833,16.555667,97920.2,35.55,-3.91,3.17,-0.18,0.02,1.0,-0.0,3
279.0,287.4,49.237833,16.555667,97919.86,35.55,-4.03,3.23,-0.12,0.02,1.0,0.0,3
291.0,287.44,49.237833,16.555667,97920.25,35.55,-4.09,3.05,-0.18,0.02,1.01,-0.0,3
304.0,287.42,49.237833,16.555667,97919.87,35.55,-4.03,3.23,-0.24,0.02,1.0,-0.01,3
316.0,287.44,49.237833,16.555667,97920.12,35.55,-4.03,2.99,-0.18,0.02,1.0,0.0,3
329.0,287.46,49.237833,16.555667,97919.89,35.55,-4.09,3.11,-0.31,0.02,1.0,-0.0,3
345.0,290.41,49.237833,16.555667,97885.51,34.51,-5.19,27.95,-0.79,0.04,2.09,-0.22,4
361.0,290.45,49.237833,16.555667,97885.17,34.51,-9.83,54.08,-2.32,0.08,2.2,-0.01,4
376.0,290.5,49.237833,16.555667,97884.67,34.51,-3.05,24.41,-4.76,0.03,2.58,-0.0,4
391.0,290.54,49.237833,16.555667,97884.12,34.51,-0.55,18.98,0.06,0.01,2.93,-0.09,4
407.0,290.61,49.237833,16.555667,97883.63,34.51,-3.54,16.3,5.49,0.01,3.26,-0.07,4
423.0,290.73,49.237833,16.555667,97882.87,34.51,-4.09,-8.61,-2.2,0.24,3.9,-0.1,4
438.0,290.93,49.237833,16.555667,97881.41,34.51,-5.07,-24.96,-1.65,0.04,4.64,0.02,4
454.0,291.27,49.237833,16.555667,97879.07,34.51,-6.16,15.99,-0.79,0.09,6.26,-0.03,4
470.0,291.65,49.237833,16.555667,97875.07,34.51,-15.75,95.83,-1.77,0.07,6.32,-0.09,4
486.0,292.33,49.237833,16.555667,97870.7,34.51,-27.04,115.3,-5.68,0.05,6.5,-0.02,4
502.0,293.19,49.237833,16.555667,97862.7,34.51,-41.56,137.27,-9.34,0.05,6.87,-0.09,4
518.0,294.21,49.237833,16.555667,97852.64,34.51,-48.89,176.76,-18.49,0.06,6.81,-0.12,4
534.0,295.51,49.237833,16.555667,97840.75,34.51,-45.04,226.62,-20.94,0.12,7.03,-0.18,4
549.0,296.76,49.237833,16.555667,97825.65,34.51,-34.55,319.76,-22.09,0.15,7.13,-0.25,4
564.0,298.1,49.237833,16.555667,97811.02,34.51,-19.23,455.32,-19.04,0.23,7.25,-0.28,4
579.0,299.57,49.237833,16.555667,97795.34,34.51,-6.71,630.07,-4.27,0.33,7.55,-0.46,4
595.0,301.71,49.237833,16.555667,97778.23,34.51,-29.79,874.15,25.02,0.22,7.35,-0.28,4
611.0,306.03,49.237833,16.555667,97753.22,34.51,-82.76,1049.38,-2.26,-0.19,7.26,-0.25,4
627.0,310.52,49.237833,16.555667,97702.8,34.51,-53.89,1124.15,-81.18,-0.28,7.36,-0.25,4
643.0,314.83,49.237833,16.555667,97650.5,34.51,1.95,1207.82,-73.43,-0.17,7.39,-0.12,4
659.0,321.13,49.237833,0.0,97600.28,34.51,-3.85,1242.07,-60.55,-0.62,7.46,0.04,4
674.0,327.37,49.237833,0.0,97526.92,34.5,-6.1,1234.68,-73.36,-0.71,7.47,0.06,4
690.0,331.78,49.237833,0.0,97454.17,34.51,37.9,1255.62,-91.55,-0.73,7.91,-0.43,4
706.0,335.37,49.237833,0.0,97402.95,34.51,50.35,1329.9,-17.94,-0.77,7.87,-0.25,4
722.0,340.72,49.237833,0.0,97361.11,34.52,4.64,1376.71,-14.95,-1.09,7.37,-0.38,4
738.0,345.4,49.237833,0.0,97298.93,34.52,7.2,1407.41,-37.35,-1.01,7.4,-0.74,4
754.0,348.75,49.237833,0.0,97244.53,34.52,45.53,1507.32,-3.23,-0.62,7.67,-0.78,4
770.0,352.92,49.237833,0.0,97205.68,34.52,-30.76,1628.05,3.66,-1.13,7.06,-0.85,4
786.0,358.17,49.237833,0.0,97157.28,34.52,-2.38,1742.8,-41.99,-0.79,7.15,-0.91,4
802.0,364.21,49.237833,0.0,97096.35,34.52,-28.02,1877.2,-48.22,-1.43,7.26,-0.72,4
818.0,371.79,49.237833,0.0,97026.27,34.52,27.95,1979.68,-70.56,-1.51,7.11,-0.82,4
834.0,380.16,49.237833,0.0,96938.36,34.52,21.97,1999.94,-47.3,-2.06,6.79,-0.85,4
850.0,387.76,49.237833,0.0,96841.38,34.52,42.6,1999.94,-14.28,-1.98,6.9,-1.13,4
866.0,395.8,49.237833,0.0,96753.42,34.51,2.14,1999.94,-28.63,-2.03,6.73,-1.47,4
882.0,402.89,49.237833,0.0,96660.47,34.51,-7.32,1999.94,-29.85,-2.19,6.26,-1.39,4
898.0,411.82,49.237833,0.0,96578.52,34.51,2.2,1999.94,-63.84,-2.28,6.32,-1.39,4
914.0,422.02,49.237833,0.0,96475.36,34.51,20.26,1999.94,-62.38,-2.71,5.72,-1.33,4
930.0,431.52,49.237833,0.0,96357.75,34.5,35.71,1999.94,-45.17,-2.93,5.43,-1.6,4
946.0,440.17,49.237833,16.555667,96248.22,34.5,12.21,1999.94,-32.17,-2.83,4.88,-1.85,4
962.0,448.24,49.237833,16.555667,96148.59,34.5,-4.39,1999.94,-53.47,-2.95,4.25,-1.79,4
978.0,457.2,49.237833,16.555667,96055.77,34.5,-6.1,1999.94,-48.52,-3.07,3.42,-1.33,4
993.0,467.65,49.237833,16.555667,95952.73,34.5,35.4,1999.94,-64.45,-3.48,2.67,-1.55,4
1008.0,477.68,49.237833,16.555667,95832.7,34.5,42.24,1999.94,-40.34,-3.7,2.1,-1.65,4
1024.0,485.67,49.237833,16.555667,95717.55,34.5,41.69,1999.94,-30.82,-3.62,1.74,-2.02,4
1039.0,491.48,49.237833,16.555667,95626.01,34.5,4.58,1999.94,-12.33,-3.44,1.57,-2.09,4
1054.0,496.92,49.237833,16.555667,95559.4,34.51,0.49,1999.94,-27.28,-3.18,1.39,-1.82,4
1069.0,504.16,49.237833,16.555667,95497.13,34.51,21.0,1999.94,-68.91,-3.35,1.35,-1.7,4
1084.0,512.18,49.237833,16.555667,95414.29,34.51,28.26,1999.94,-52.19,-3.66,1.24,-1.52,4
1099.0,519.78,49.237833,16.555667,95322.54,34.51,41.75,1999.94,-54.57,-3.74,1.19,-1.76,4
1114.0,525.37,49.237833,16.555667,95235.7,34.51,32.65,1999.94,-11.11,-3.81,1.23,-2.07,4
1130.0,530.47,49.237833,16.555667,95171.8,34.52,18.13,1999.94,-7.45,-3.12,1.08,-2.0,4
1145.0,535.58,49.237833,16.555667,95113.65,34.52,-5.74,1999.94,-47.36,-3.09,0.62,-1.9,4
1160.0,542.19,49.237833,16.555667,95055.33,34.52,12.51,1999.94,-69.89,-3.43,-0.22,-1.53,4
1176.0,549.2,49.237833,16.555667,94980.01,34.51,32.9,1999.94,-37.05,-3.75,-0.97,-1.61,4
1192.0,555.08,49.237667,16.555667,94900.03,34.51,37.23,1999.94,-5.25,-3.35,-0.96,-1.8,4
1207.0,560.15,49.237667,16.555667,94833.18,34.51,11.47,1999.94,-14.04,-2.95,-1.0,-1.92,4
1223.0,564.88,49.237667,0.0,94775.47,34.51,-0.43,1999.94,-45.23,-2.93,-1.05,-1.69,4
1239.0,570.85,49.237667,0.0,94721.61,34.5,9.58,1999.94,-42.54,-3.13,-1.02,-1.49,4
1255.0,577.15,49.237667,0.0,94653.77,34.5,34.48,1999.94,-34.67,-3.07,-0.91,-1.6,4
1270.0,582.9,49.237667,0.0,94582.1,34.5,24.78,1999.94,-26.25,-3.08,-0.94,-1.58,4
1286.0,587.34,49.237667,0.0,94516.84,34.5,26.18,1999.94,-25.33,-2.97,-0.92,-1.6,4
1302.0,591.53,49.237667,0.0,94466.44,34.5,9.89,1999.94,-21.61,-2.92,-0.94,-1.59,4
1318.0,595.86,49.237667,0.0,94418.92,34.51,11.11,1999.94,-26.18,-2.76,-0.9,-1.38,4
1333.0,601.07,49.237667,0.0,94369.77,34.51,18.07,1999.94,-40.65,-2.71,-0.88,-1.41,4
1348.0,606.22,49.237667,0.0,94310.73,34.51,20.2,1999.94,-28.93,-2.82,-0.86,-1.39,4
1363.0,611.42,49.237667,0.0,94252.34,34.51,20.51,1999.94,-24.05,-2.69,-0.84,-1.37,4
1379.0,616.68,49.237667,0.0,94193.48,34.51,20.08,1999.94,-27.34,-2.55,-0.81,-1.4,4
1395.0,621.57,49.237667,0.0,94134.01,34.5,8.85,1999.94,-29.36,-2.54,-0.83,-1.44,4
1410.0,626.72,49.237667,0.0,94078.62,34.5,18.49,1999.94,-26.06,-2.51,-0.78,-1.26,4
1425.0,632.06,49.237667,0.0,94020.45,34.5,17.09,1999.94,-29.72,-2.49,-0.79,-1.26,4
1441.0,637.49,49.237667,0.0,93960.06,34.5,16.54,1999.94,-26.79,-2.35,-0.77,-1.31,4
1457.0,642.92,49.237667,0.0,93898.71,34.5,14.04,1999.94,-27.34,-2.42,-0.77,-1.27,4
1472.0,647.93,49.237667,0.0,93837.39,34.5,14.95,1999.94,-21.24,-2.28,-0.72,-1.22,4
1487.0,653.06,49.237667,0.0,93780.9,34.49,10.74,1999.94,-31.43,-2.26,-0.74,-1.19,4
1503.0,657.46,49.237667,0.0,93723.05,34.49,9.09,1999.94,-23.56,-2.2,-0.71,-1.17,4
1519.0,662.6,49.237667,0.0,93673.38,34.5,20.26,1999.94,-34.36,-2.23,-0.69,-1.08,4
1535.0,667.9,49.237667,1.35,93615.46,34.49,19.04,1999.94,-33.14,-2.23,-0.68,-1.12,4
1550.0,672.4,49.237667,1.35,93555.77,34.5,15.69,1999.94,-18.8,-2.15,-0.66,-1.08,4
1566.0,677.27,49.237667,1.35,93505.12,34.5,25.63,1999.94,-27.04,-2.07,-0.64,-1.18,4
1582.0,681.66,49.237667,1.35,93450.38,34.5,9.52,1999.94,-14.34,-2.04,-0.65,-1.15,4
1598.0,686.09,49.237667,1.35,93400.99,34.49,6.23,1999.94,-21.24,-1.93,-0.63,-1.04,4
1613.0,690.81,49.237667,1.35,93351.17,34.49,12.63,1999.94,-31.13,-1.87,-0.61,-1.01,4
1629.0,695.6,49.237667,1.35,93298.12,34.49,9.09,1999.94,-30.03,-1.93,-0.6,-0.97,4
1645.0,700.35,49.237667,1.35,93244.27,34.49,23.19,1999.94,-26.37,-1.92,-0.57,-0.97,4
1661.0,705.02,49.237667,1.35,93191.05,34.49,16.85,1999.94,-20.02,-1.88,-0.56,-0.98,4
1677.0,709.15,49.237667,1.35,93138.63,34.49,14.34,1999.94,-23.07,-1.85,-0.58,-0.98,4
1693.0,712.7,49.237667,1.35,93092.27,34.5,16.42,1999.94,-21.91,-1.81,-0.55,-0.95,4
1708.0,716.5,49.237667,1.35,93052.41,34.5,8.79,1999.94,-17.7,-1.64,-0.55,-0.92,4
1724.0,720.63,49.237667,1.35,93009.9,34.51,7.14,1994.45,-27.22,-1.63,-0.54,-0.93,4
1740.0,724.7,49.237667,1.35,92963.55,34.5,8.0,1978.82,-30.21,-1.68,-0.54,-0.89,4
1756.0,728.68,49.237667,1.35,92918.07,34.5,18.25,1955.87,-26.31,-1.68,-0.51,-0.87,4
1772.0,732.88,49.237667,1.35,92873.41,34.5,10.8,1938.72,-19.9,-1.63,-0.5,-0.81,4
1787.0,737.03,49.237667,1.35,92826.43,34.5,12.39,1916.32,-23.8,-1.58,-0.49,-0.78,4
1803.0,741.34,49.237667,1.35,92780.04,34.5,14.4,1895.32,-27.28,-1.59,-0.49,-0.83,4
1819.0,745.39,49.237667,1.35,92731.9,34.5,21.61,1874.63,-16.6,-1.5,-0.46,-0.84,4
1835.0,749.52,49.237667,1.35,92686.6,34.5,-0.06,1861.27,-21.61,-1.54,-0.49,-0.78,4
1851.0,753.53,49.237667,1.35,92640.41,34.5,18.86,1841.92,-29.36,-1.42,-0.44,-0.77,4
1867.0,757.66,49.237667,1.35,92595.59,34.49,9.64,1823.49,-19.17,-1.49,-0.45,-0.77,4
1882.0,761.72,49.237667,1.35,92549.55,34.49,13.0,1801.88,-22.28,-1.39,-0.44,-0.76,4
1897.0,765.81,49.237667,1.35,92504.27,34.49,10.99,1783.26,-21.79,-1.43,-0.43,-0.75,4
1913.0,769.81,49.237667,1.35,92458.62,34.49,13.06,1765.93,-19.59,-1.34,-0.41,-0.73,4
1929.0,773.78,49.2375,1.35,92414.04,34.49,8.54,1747.19,-21.06,-1.3,-0.4,-0.69,4
1945.0,777.45,49.2375,1.35,92369.77,34.49,10.13,1729.8,-21.97,-1.31,-0.4,-0.67,4
1961.0,781.17,49.2375,1.35,92328.83,34.49,11.9,1712.1,-20.75,-1.23,-0.38,-0.66,4
1976.0,785.0,49.2375,0.0,92287.4,34.49,5.49,1693.42,-19.04,-1.24,-0.39,-0.67,4
1992.0,788.76,49.2375,0.0,92244.76,34.49,10.19,1673.71,-26.12,-1.25,-0.39,-0.59,4
2008.0,792.47,49.2375,0.0,92202.98,34.49,16.17,1654.05,-21.85,-1.21,-0.35,-0.64,4
2024.0,796.11,49.2375,0.0,92161.68,34.49,12.33,1635.62,-15.38,-1.2,-0.36,-0.62,4
2040.0,799.48,49.2375,0.0,92121.15,34.49,7.81,1619.51,-15.5,-1.09,-0.34,-0.61,4
2056.0,803.0,49.2375,0.0,92083.66,34.49,2.99,1606.87,-22.77,-1.11,-0.35,-0.6,4
2072.0,806.55,49.2375,0.0,92044.6,34.49,12.21,1593.57,-20.51,-1.04,-0.33,-0.57,4
2088.0,810.31,49.2375,0.0,92005.12,34.49,5.92,1575.26,-22.4,-1.15,-0.33,-0.51,4
2103.0,814.08,49.2375,0.0,91963.35,34.49,20.69,1549.87,-27.89,-1.08,-0.31,-0.53,4
2118.0,817.53,49.2375,0.0,91921.52,34.49,21.79,1525.09,-11.35,-1.05,-0.29,-0.49,4
2134.0,820.91,49.2375,0.0,91883.23,34.49,10.99,1511.47,-6.71,-1.0,-0.29,-0.57,4
2150.0,823.95,49.2375,0.0,91845.76,34.49,2.26,1499.45,-9.16,-0.95,-0.3,-0.5,4
2166.0,827.2,49.2375,0.0,91812.02,34.49,-0.06,1488.16,-21.3,-0.92,-0.3,-0.55,4
2181.0,830.31,49.2375,0.0,91775.98,34.49,9.09,1473.88,-20.14,-0.87,-0.28,-0.47,4
2196.0,833.94,49.2375,0.0,91741.53,34.49,-0.06,1466.13,-19.41,-0.91,-0.29,-0.44,4
2212.0,837.41,49.2375,0.0,91701.29,34.49,6.35,1451.6,-29.85,-0.92,-0.29,-0.43,4
2228.0,840.7,49.2375,16.5565,91662.87,34.49,14.65,1432.62,-27.47,-0.91,-0.27,-0.44,4
2243.0,843.99,49.2375,16.5565,91626.44,34.49,18.19,1415.53,-17.82,-0.93,-0.25,-0.41,4
2259.0,847.05,49.2375,16.5565,91590.03,34.49,15.26,1397.71,-14.28,-0.84,-0.25,-0.47,4
2275.0,849.94,49.2375,16.5565,91556.12,34.49,6.04,1380.43,-6.84,-0.84,-0.25,-0.38,4
2291.0,852.88,49.2375,16.5565,91524.18,34.49,4.09,1362.98,-20.02,-0.78,-0.25,-0.41,4
2307.0,855.59,49.2375,16.5565,91491.66,34.49,10.86,1352.97,-16.72,-0.72,-0.23,-0.42,4
2323.0,858.55,49.2375,16.5565,91461.68,34.49,7.45,1346.44,-13.06,-0.75,-0.23,-0.4,4
2338.0,861.28,49.2375,16.5565,91428.99,34.49,2.87,1339.54,-13.49,-0.77,-0.23,-0.37,4
2353.0,863.73,49.2375,16.5565,91398.77,34.49,4.03,1324.89,-21.73,-0.77,-0.24,-0.37,4
2369.0,866.18,49.2375,16.5565,91371.73,34.5,11.47,1308.41,-22.46,-0.75,-0.22,-0.36,4
2385.0,868.53,49.2375,16.5565,91344.64,34.5,15.81,1290.47,-16.42,-0.73,-0.2,-0.38,4
2401.0,870.92,49.2375,16.5565,91318.77,34.5,10.86,1276.43,-9.34,-0.71,-0.2,-0.37,4
2416.0,873.38,49.2375,16.5565,91292.4,34.5,6.9,1258.06,-12.39,-0.69,-0.21,-0.38,4
2432.0,875.92,49.237333,16.5565,91265.17,34.5,8.3,1245.61,-12.02,-0.66,-0.2,-0.36,4
2448.0,878.44,49.237333,16.5565,91237.17,34.5,4.88,1236.08,-12.27,-0.66,-0.2,-0.33,4
2464.0,881.02,49.237333,16.5565,91209.41,34.5,5.62,1220.58,-16.6,-0.62,-0.19,-0.35,4
2480.0,883.38,49.237333,16.5565,91180.9,34.5,7.87,1208.31,-13.61,-0.59,-0.18,-0.3,4
2496.0,885.78,49.237333,16.5565,91154.88,34.49,0.92,1195.98,-14.1,-0.61,-0.19,-0.29,4
2511.0,888.38,49.237333,16.5565,91128.46,34.49,4.33,1177.25,-23.19,-0.62,-0.18,-0.31,4
2527.0,890.76,49.237333,16.5565,91099.78,34.49,15.69,1163.15,-19.84,-0.59,-0.16,-0.31,4
2543.0,893.24,49.237333,0.0,91073.51,34.49,14.28,1149.66,-8.54,-0.59,-0.16,-0.29,4
2559.0,895.56,49.237333,0.0,91046.25,34.49,7.2,1135.74,-6.1,-0.55,-0.16,-0.3,4
2575.0,897.76,49.237333,0.0,91020.71,34.49,2.69,1124.51,-7.63,-0.52,-0.16,-0.3,4
2591.0,900.1,49.237333,0.0,90996.47,34.49,0.0,1113.28,-12.39,-0.52,-0.16,-0.26,4
2606.0,902.45,49.237333,0.0,90970.73,34.49,3.05,1098.82,-18.31,-0.51,-0.15,-0.27,4
2621.0,904.77,49.237333,0.0,90944.83,34.49,9.28,1083.68,-15.93,-0.5,-0.14,-0.26,4
2636.0,907.17,49.237333,0.0,90919.36,34.49,7.26,1071.59,-9.83,-0.46,-0.13,-0.24,4
2651.0,909.32,49.237333,0.0,90892.88,34.49,-0.55,1058.35,-12.02,-0.48,-0.14,-0.2,4
2666.0,911.51,49.237333,0.0,90869.25,34.49,1.83,1042.72,-22.09,-0.48,-0.14,-0.23,4
2681.0,913.7,49.237333,0.0,90845.2,34.49,13.24,1029.17,-20.94,-0.44,-0.12,-0.22,4
2696.0,915.84,49.237333,0.0,90821.12,34.49,14.77,1017.58,-9.28,-0.43,-0.12,-0.22,4
2711.0,917.93,49.237333,0.0,90797.64,34.49,4.82,1007.57,-3.17,-0.43,-0.12,-0.21,4
2726.0,920.08,49.237333,0.0,90774.61,34.49,-3.48,996.09,-10.93,-0.42,-0.13,-0.2,4
2741.0,922.1,49.237333,0.0,90751.02,34.49,0.18,983.52,-19.47,-0.4,-0.12,-0.2,4
2756.0,924.04,49.237333,0.0,90728.8,34.49,8.48,972.41,-20.39,-0.4,-0.11,-0.19,4
2771.0,926.02,49.237333,0.0,90707.49,34.49,12.51,962.34,-15.26,-0.41,-0.11,-0.18,4
2786.0,927.91,49.237333,0.0,90685.82,34.49,12.27,948.73,-10.44,-0.38,-0.1,-0.23,4
2801.0,929.56,49.237333,0.0,90665.02,34.49,10.99,933.65,-1.89,-0.37,-0.1,-0.22,4
2817.0,930.97,49.237333,0.0,90646.91,34.49,3.91,925.35,2.75,-0.32,-0.09,-0.18,4
2833.0,932.59,49.237333,0.0,90631.43,34.49,-9.95,912.72,-2.44,-0.35,-0.1,-0.16,4
2849.0,934.37,49.237333,0.0,90613.69,34.49,-8.06,896.61,-20.87,-0.36,-0.11,-0.21,4
2865.0,935.93,49.237333,0.0,90594.1,34.49,10.25,882.51,-24.41,-0.28,-0.09,-0.21,4
2881.0,937.45,49.237333,0.0,90577.04,34.49,15.62,875.18,-7.87,-0.29,-0.08,-0.16,4
2897.0,938.98,49.237333,0.0,90560.3,34.49,4.27,866.27,-0.37,-0.32,-0.08,-0.11,4
2913.0,940.8,49.237333,16.55,90543.52,34.49,-6.23,850.52,-10.99,-0.33,-0.09,-0.16,4
2928.0,942.42,49.237333,16.55,90523.61,34.49,1.4,836.79,-21.06,-0.29,-0.09,-0.15,4
2943.0,943.9,49.237333,16.55,90505.9,34.49,8.67,825.93,-18.25,-0.27,-0.07,-0.12,4
2959.0,945.38,49.237333,16.55,90489.62,34.49,10.07,815.0,-13.37,-0.29,-0.07,-0.1,4
2975.0,946.97,49.237333,16.55,90473.46,34.49,9.34,801.21,-12.57,-0.3,-0.07,-0.13,4
2991.0,948.26,49.237333,16.55,90455.97,34.49,14.34,785.34,-11.11,-0.28,-0.07,-0.17,4
3007.0,949.39,49.237333,16.55,90441.81,34.49,18.07,772.95,-1.77,-0.21,-0.06,-0.15,4
3023.0,950.47,49.237333,16.55,90429.47,34.49,7.57,769.53,10.62,-0.21,-0.06,-0.13,4
3038.0,951.8,49.237333,16.55,90417.61,34.49,-11.54,763.49,8.24,-0.24,-0.07,-0.11,4
3054.0,953.18,49.237333,16.55,90403.05,34.49,-17.58,759.34,-11.66,-0.24,-0.08,-0.13,4
3070.0,954.4,49.237333,16.55,90387.95,34.49,-6.41,750.85,-24.78,-0.22,-0.07,-0.1,4
3086.0,955.73,49.237333,16.55,90374.62,34.49,5.25,737.0,-22.89,-0.2,-0.05,-0.09,4
3101.0,956.82,49.237333,16.55,90360.08,34.49,10.38,723.94,-17.03,-0.21,-0.05,-0.08,4
3116.0,958.08,49.237333,16.55,90348.07,34.49,10.19,715.64,-10.38,-0.19,-0.04,-0.11,4
3131.0,959.03,49.237333,16.55,90334.31,34.49,8.54,701.48,-5.19,-0.18,-0.05,-0.12,4
3146.0,960.02,49.237333,16.55,90323.91,34.49,4.39,691.83,-0.92,-0.2,-0.04,-0.08,4
3162.0,961.12,49.237333,16.55,90313.11,34.49,-2.81,680.79,-3.85,-0.19,-0.04,-0.08,4
3178.0,962.19,49.237333,16.55,90301.08,34.49,-6.96,669.37,-10.86,-0.2,-0.05,-0.07,4
3194.0,963.25,49.237167,16.55,90289.38,34.49,-3.6,655.33,-22.09,-0.21,-0.05,-0.08,4
3210.0,964.21,49.237167,16.55,90277.77,34.49,9.7,637.88,-27.59,-0.19,-0.04,-0.09,4
3225.0,964.97,49.237167,0.0,90267.21,34.49,23.8,620.54,-20.45,-0.18,-0.03,-0.11,4
3241.0,965.73,49.237167,0.0,90258.94,34.49,32.1,610.29,-4.7,-0.13,-0.02,-0.1,4
3257.0,966.43,49.237167,0.0,90250.6,34.49,25.63,601.01,15.08,-0.11,-0.02,-0.1,4
3272.0,967.0,49.237167,0.0,90243.01,34.49,8.3,594.54,27.77,-0.11,-0.03,-0.09,4
3287.0,967.66,49.237167,0.0,90236.7,34.49,-13.92,589.72,27.89,-0.1,-0.04,-0.09,4
3302.0,968.45,49.237167,0.0,90229.55,34.49,-30.76,588.56,15.44,-0.1,-0.06,-0.08,4
3318.0,969.27,49.237167,0.0,90220.88,34.49,-36.93,585.27,-5.43,-0.11,-0.06,-0.07,4
3334.0,970.03,49.237167,0.0,90211.91,34.49,-29.85,581.18,-25.39,-0.12,-0.06,-0.07,4
3350.0,970.67,49.237167,0.0,90203.66,34.49,-14.16,575.01,-37.84,-0.12,-0.05,-0.08,4
3366.0,971.26,49.237167,0.0,90196.59,34.49,6.59,569.15,-38.51,-0.1,-0.04,-0.07,4
3382.0,971.81,49.237167,0.0,90190.16,34.49,21.36,566.96,-25.45,-0.1,-0.03,-0.06,4
3397.0,972.33,49.237167,0.0,90184.12,34.49,23.38,563.96,-8.67,-0.12,-0.02,-0.04,4
3413.0,972.9,49.237167,0.0,90178.51,34.49,16.11,556.46,1.59,-0.13,-0.02,-0.04,4
3429.0,973.44,49.237167,0.0,90172.27,34.49,7.14,550.6,4.94,-0.12,-0.03,-0.05,4
3445.0,973.92,49.237167,0.0,90166.38,34.49,-0.24,544.92,3.78,-0.12,-0.03,-0.06,4
3461.0,974.31,49.237167,0.0,90161.07,34.49,-5.19,537.35,-1.1,-0.12,-0.03,-0.05,4
3477.0,974.69,49.237167,0.0,90156.86,34.49,-7.51,532.47,-7.39,-0.11,-0.04,-0.04,4
3492.0,974.97,49.237167,0.0,90152.67,34.49,-6.65,526.86,-13.67,-0.12,-0.04,-0.04,4
3508.0,975.16,49.237167,0.0,90149.66,34.49,-2.26,521.55,-20.08,-0.12,-0.04,-0.05,4
3524.0,975.38,49.237167,0.0,90147.55,34.49,6.23,515.81,-23.07,-0.12,-0.04,-0.06,4
3540.0,975.6,49.237167,0.0,90145.16,34.49,17.09,508.42,-20.32,-0.11,-0.03,-0.07,4
3556.0,975.78,49.237167,0.0,90142.71,34.49,24.84,503.48,-11.05,-0.09,-0.02,-0.08,4
3572.0,975.84,49.237167,0.0,90140.76,34.49,26.98,502.01,2.5,-0.08,-0.02,-0.08,4
3588.0,975.79,49.237167,0.0,90140.13,34.49,21.36,501.28,16.97,-0.07,-0.02,-0.07,4
3603.0,975.8,49.237167,0.0,90140.66,34.49,7.75,501.22,26.55,-0.07,-0.03,-0.05,4
3619.0,975.79,49.237167,0.0,90140.57,34.49,-11.05,501.83,26.86,-0.07,-0.04,-0.05,4
3635.0,975.78,49.237167,0.0,90140.7,34.49,-26.37,504.03,17.27,-0.08,-0.05,-0.05,4
3650.0,975.89,49.237167,0.0,90140.81,34.49,-34.12,503.6,0.61,-0.08,-0.05,-0.05,4
3665.0,975.89,49.237167,0.0,90139.59,34.49,-31.37,505.07,-17.15,-0.08,-0.06,-0.04,4
3681.0,975.8,49.237167,0.0,90139.57,34.49,-20.57,505.68,-30.82,-0.08,-0.05,-0.04,4
3697.0,975.74,49.237167,0.0,90140.59,34.49,-5.0,507.32,-36.99,-0.08,-0.05,-0.04,4
3713.0,975.68,49.237167,0.0,90141.23,34.49,9.7,508.54,-34.06,-0.08,-0.04,-0.05,4
