Time [ms],Altitude [m],Latitude [°],Longitude [°],NumSatellites[x],HDOP[x],valid[x],Pressure[hPa],Temp[°C],Battery[V],gX[°],gY[°],gZ[°],acX[ms^2],acY[ms^2],acZ[ms^2],State[x]
0,378.31,,,,,,,,8.33,,,,,,,1
737,378.31,49.766890,18.235011,0,0,0,,,8.33,,,,,,,1
923,378.24,49.766890,18.235011,0,0,0,,,8.34,,,,,,,1
1934,378.13,49.766890,18.235011,0,0,0,,,8.34,,,,,,,1
3045,378.23,49.766890,18.235011,0,0,0,,,8.34,,,,,,,1
3939,378.13,49.766890,18.235011,0,0,0,,,8.34,,,,,,,1
4971,378.25,49.766890,18.235011,0,0,0,,,8.34,,,,,,,1
5774,378.25,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
5945,378.25,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
6106,378.39,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
7042,378.62,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
8006,378.41,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
8927,378.30,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
9934,378.39,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
10733,378.39,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
10928,378.68,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
12013,378.65,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
12973,378.52,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
13946,378.51,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
14923,378.45,49.766890,18.235011,0,0,0,96862.70,28.02,8.34,,,,,,,1
15690,378.45,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
15999,378.45,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
16130,378.73,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
16962,378.50,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
17933,378.43,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
18936,378.60,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
20003,378.56,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
20804,378.56,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
20928,378.54,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
21931,378.66,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
23030,378.62,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
24031,378.71,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
24971,378.84,49.766890,18.235011,0,0,0,96857.95,28.14,8.34,,,,,,,1
25671,378.84,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
25930,378.84,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
26131,378.81,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
27124,379.02,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
27966,378.81,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
28974,378.61,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
30054,378.49,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
30787,378.49,49.766890,18.235011,0,0,0,96856.14,28.26,8.34,,,,,,,1
31026,378.59,49.766890,18.235011,0,0,0,96856.14,28.26,8.35,,,,,,,1
32036,378.63,49.766890,18.235011,0,0,0,96856.14,28.26,8.35,,,,,,,1
33005,378.67,49.766890,18.235011,0,0,0,96856.14,28.26,8.35,,,,,,,1
33948,378.52,49.766890,18.235011,0,0,0,96856.14,28.26,8.35,,,,,,,1
34975,378.39,49.766890,18.235011,0,0,0,96856.14,28.26,8.35,,,,,,,1
35796,378.39,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
35947,378.39,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
36201,378.34,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
37015,378.42,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
38146,378.65,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
39066,378.44,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
39959,378.85,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
40862,378.85,49.766890,18.235011,0,0,0,96862.91,28.38,8.34,,,,,,,1
40994,378.97,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
41927,378.70,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
49834,378.65,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
50124,378.45,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
50532,378.60,49.766890,18.235011,0,0,0,96862.91,28.38,8.35,,,,,,,1
50688,378.60,49.766890,18.235011,0,0,0,96859.69,28.49,8.35,,,,,,,1
51256,378.60,49.766890,18.235011,0,0,0,96859.69,28.49,8.35,,,,,,,1
51559,378.50,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
51988,378.34,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
52276,378.33,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
52621,378.22,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
53192,378.59,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
53816,378.59,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
54229,378.78,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
54425,378.05,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
54942,378.29,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
55142,378.01,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
57097,377.63,49.766890,18.235011,0,0,0,96859.69,28.49,8.34,,,,,,,1
57502,377.63,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
57646,377.63,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
57802,377.99,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
58026,378.87,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
58322,378.83,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
59156,379.22,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
60166,378.99,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
60884,378.99,49.766890,18.235011,0,0,0,96871.57,28.60,8.35,,,,,,,1
61036,378.58,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
62052,378.20,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
63241,378.53,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
64079,378.19,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
65088,378.36,49.766890,18.235011,0,0,0,96871.57,28.60,8.34,,,,,,,1
65772,378.36,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
65996,378.36,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
66210,378.25,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
67138,377.69,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
68152,377.83,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
69182,377.82,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
70012,378.01,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
70881,378.01,49.766890,18.235011,0,0,0,96863.02,28.70,8.33,,,,,,,1
71006,378.04,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
71957,377.53,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
73169,378.10,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
74003,377.72,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
75116,377.77,49.766890,18.235011,0,0,0,96863.02,28.70,8.34,,,,,,,1
75930,377.77,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
76002,377.77,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
76152,377.83,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
77172,377.96,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
78186,378.23,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
79232,378.21,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
80032,378.50,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
80848,378.50,49.766890,18.235011,0,0,0,96872.70,28.80,8.34,,,,,,,1
80972,378.24,49.766890,18.235011,0,0,0,96872.70,28.80,8.35,,,,,,,1
81952,378.10,49.766890,18.235011,0,0,0,96872.70,28.80,8.35,,,,,,,1
83005,378.13,49.766890,18.235011,0,0,0,96872.70,28.80,8.35,,,,,,,1
84146,378.31,49.766890,18.235011,0,0,0,96872.70,28.80,8.35,,,,,,,1
85148,378.18,49.766890,18.235011,0,0,0,96872.70,28.80,8.35,,,,,,,1
85692,378.18,49.766890,18.235011,0,0,0,96862.41,28.89,8.35,,,,,,,1
85962,378.18,49.766890,18.235011,0,0,0,96862.41,28.89,8.35,,,,,,,1
86106,378.48,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
86991,378.13,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
88018,377.71,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
89042,378.20,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
89974,377.94,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
90886,377.94,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
91089,377.75,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
92033,378.13,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
93121,377.19,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
93944,376.87,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
95191,376.93,49.766890,18.235011,0,0,0,96862.41,28.89,8.34,,,,,,,1
95796,376.93,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
96206,376.93,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
96514,377.68,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
97036,377.38,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
98166,377.66,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
100510,377.28,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
100649,377.23,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
101020,377.23,49.766890,18.235011,0,0,0,96870.41,28.97,8.34,,,,,,,1
101126,377.44,49.766890,18.235011,0,0,0,96870.41,28.97,8.33,,,,,,,1
101996,377.43,49.766890,18.235011,0,0,0,96870.41,28.97,8.33,,,,,,,1
103171,377.11,49.766890,18.235011,0,0,0,96870.41,28.97,8.33,,,,,,,1
104197,376.77,49.766890,18.235011,0,0,0,96870.41,28.97,8.33,,,,,,,1
105016,376.64,49.766890,18.235011,0,0,0,96870.41,28.97,8.33,,,,,,,1
105842,376.64,49.766890,18.235011,0,0,0,96880.62,29.05,8.33,,,,,,,1
106136,376.64,49.766890,18.235011,0,0,0,96880.62,29.05,8.33,,,,,,,1
106442,376.93,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
107064,376.67,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
108082,376.69,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
109113,376.66,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
110134,376.60,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
111182,376.60,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
111464,376.31,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
112072,376.99,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
113213,376.33,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
114027,376.24,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
115252,376.39,49.766890,18.235011,0,0,0,96880.62,29.05,8.34,,,,,,,1
115764,376.39,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
116182,376.39,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
116324,376.49,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
117303,376.68,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
118123,376.88,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
119147,377.01,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
120168,377.27,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
120991,377.27,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
121128,377.15,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
122012,376.94,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
123353,377.20,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
124062,376.93,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
125289,376.64,49.766890,18.235011,0,0,0,96883.95,29.14,8.34,,,,,,,1
125805,376.64,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
126002,376.64,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
126313,377.54,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
127144,376.81,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
128157,378.01,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
129429,378.01,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
129986,378.00,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
130952,378.00,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
131088,378.01,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
131983,377.90,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
132984,377.86,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
133992,377.95,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
135049,377.77,49.766890,18.235011,0,0,0,96868.76,29.22,8.34,,,,,,,1
135727,377.77,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
136045,377.77,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
136354,377.88,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
137122,377.76,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
138195,377.88,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
139223,377.40,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
140040,377.69,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
140856,377.69,49.766890,18.235011,0,0,0,96869.93,29.26,8.34,,,,,,,1
141262,377.59,49.766890,18.235011,0,0,0,96869.93,29.26,8.33,,,,,,,1
142294,377.46,49.766890,18.235011,0,0,0,96869.93,29.26,8.33,,,,,,,1
143111,377.43,49.766890,18.235011,0,0,0,96869.93,29.26,8.33,,,,,,,1
143983,377.48,49.766890,18.235011,0,0,0,96869.93,29.26,8.33,,,,,,,1
145156,377.56,49.766890,18.235011,0,0,0,96869.93,29.26,8.33,,,,,,,1
145692,377.56,49.766890,18.235011,0,0,0,96872.13,29.35,8.33,,,,,,,1
145971,377.56,49.766890,18.235011,0,0,0,96872.13,29.35,8.33,,,,,,,1
146382,377.33,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
147002,377.53,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
147999,377.37,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
148962,377.47,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
149972,377.40,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
150744,377.40,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
151025,377.50,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
152036,377.52,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
153006,377.13,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
154182,377.13,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
155094,377.25,49.766890,18.235011,0,0,0,96872.13,29.35,8.34,,,,,,,1
155926,377.25,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
156349,377.25,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
156762,377.41,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
157283,377.30,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
158268,377.24,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
159328,377.19,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
160338,377.12,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
160993,377.12,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
161537,377.26,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
162258,377.11,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
163194,377.33,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
164356,377.16,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
165378,377.12,49.766890,18.235011,0,0,0,96872.96,29.46,8.34,,,,,,,1
165922,377.12,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
166332,377.12,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
166878,377.11,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
167259,377.06,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
168230,376.93,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
169322,377.16,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
170152,376.91,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
170756,376.91,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
170987,377.05,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
172191,377.05,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
172985,377.18,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
173988,377.10,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
175093,377.26,49.766890,18.235011,0,0,0,96874.46,29.59,8.34,,,,,,,1
175769,377.26,49.766890,18.235011,0,0,0,96874.66,29.73,8.34,,,,,,,1
179082,377.26,49.766890,18.235011,0,0,0,96874.66,29.73,8.34,,,,,,,1
179272,376.98,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
179421,377.14,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
179631,377.26,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
179996,377.10,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
180322,376.83,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
180766,376.83,49.766890,18.235011,0,0,0,96874.66,29.73,8.33,,,,,,,1
181044,376.84,49.766890,18.235011,0,0,0,96874.66,29.73,8.35,,,,,,,1
182054,376.90,49.766890,18.235011,0,0,0,96874.66,29.73,8.35,,,,,,,1
183078,376.88,49.766890,18.235011,0,0,0,96874.66,29.73,8.35,,,,,,,1
184072,376.99,49.766890,18.235011,0,0,0,96874.66,29.73,8.35,,,,,,,1
185442,376.82,49.766890,18.235011,0,0,0,96874.66,29.73,8.35,,,,,,,1
185744,376.82,49.766890,18.235011,0,0,0,96879.98,29.88,8.35,,,,,,,1
186318,376.82,49.766890,18.235011,0,0,0,96879.98,29.88,8.35,,,,,,,1
186563,376.76,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
187345,376.69,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
188166,376.89,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
189193,376.46,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
190213,376.67,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
190877,376.67,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
191134,376.75,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
192043,376.78,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
193040,376.56,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
194108,376.69,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
195128,376.39,49.766890,18.235011,0,0,0,96879.98,29.88,8.34,,,,,,,1
195679,376.39,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
195926,376.39,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
196144,376.30,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
197074,376.62,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
198211,376.53,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
199014,376.55,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
200022,376.71,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
200859,376.71,49.766890,18.235011,0,0,0,96882.09,30.04,8.34,,,,,,,1
201005,376.69,49.766890,18.235011,0,0,0,96882.09,30.04,8.35,,,,,,,1
202265,376.80,49.766890,18.235011,0,0,0,96882.09,30.04,8.35,,,,,,,1
203116,376.84,49.766890,18.235011,0,0,0,96882.09,30.04,8.35,,,,,,,1
204136,376.82,49.766890,18.235011,0,0,0,96882.09,30.04,8.35,,,,,,,1
205163,376.86,49.766890,18.235011,0,0,0,96882.09,30.04,8.35,,,,,,,1
205696,376.86,49.766890,18.235011,0,0,0,96880.17,30.18,8.35,,,,,,,1
206192,376.86,49.766890,18.235011,0,0,0,96880.17,30.18,8.35,,,,,,,1
206304,376.88,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
207313,376.97,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
208234,375.69,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
209258,376.28,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
210076,376.04,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
210787,376.04,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
211205,376.11,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
212127,375.17,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
213005,374.75,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
214172,375.42,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
215196,375.92,49.766890,18.235011,0,0,0,96880.17,30.18,8.34,,,,,,,1
215916,375.92,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
216067,375.92,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
216186,376.14,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
217204,376.01,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
218114,376.18,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
219222,375.94,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
220097,376.10,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
220831,376.10,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
220999,376.06,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
222079,376.38,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
223188,376.22,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
224209,376.35,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
226605,376.47,49.766890,18.235011,0,0,0,96893.77,30.35,8.34,,,,,,,1
239547,376.47,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
240181,376.47,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
240302,376.73,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
240696,376.28,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
240884,376.51,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
241026,376.19,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
241306,376.35,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
241619,376.35,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
242032,376.17,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
242329,376.41,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
242563,376.42,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
242736,376.34,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
242878,376.39,49.766890,18.235011,0,0,0,96883.85,30.47,8.34,,,,,,,1
243252,376.39,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
246124,376.39,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
246534,376.48,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
246721,376.69,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
246859,376.46,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
247145,376.51,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
247394,376.38,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
247571,376.38,49.766890,18.235011,0,0,0,96884.85,30.51,8.34,,,,,,,1
247862,376.76,49.766890,18.235011,0,0,0,96884.85,30.51,8.33,,,,,,,1
248273,376.74,49.766890,18.235011,0,0,0,96884.85,30.51,8.33,,,,,,,1
